district,name,match,min_dist,match1,match2,match3,match4,match5,match6,match7,match8,match9,match10,match11,match12,match13,match14,match15,match16,match17,match18,match19,match20,match21,match22,match23,match24,match25,match26,match27,match28,match29,match30,match31,match32,match33,match34,match35,match36,match37,match38,match39,match40,match41,match42,match43,match44,match45
MDG12108,ni/na,,2,manodidina/ny/gara/ambilombe,ampatana/mandriankeniheny,antsirabe/afovoany/atsinanana,mahazoarivo/avarabohitra,antsenakely/andraikiba,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,m/vo,mahazoarivo/avarabohitra,2,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,m/jo,soamalaza/mahatsinjo,2,manodidina/ny/gara/ambilombe,soamalaza/mahatsinjo,mahazoarivo/avarabohitra,antsenakely/andraikiba,ampatana/mandriankeniheny,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,t/vo,,2,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,s/jo,soamalaza/mahatsinjo,2,soamalaza/mahatsinjo,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsenakely/andraikiba,ampatana/mandriankeniheny,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,atsango,,2,soamalaza/mahatsinjo,ampatana/mandriankeniheny,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsenakely/andraikiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,atsenakely/-andraikiba,antsenakely/andraikiba,2,antsenakely/andraikiba,mahazoarivo/avarabohitra,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,antsirakely/andraikiba,antsenakely/andraikiba,2,antsenakely/andraikiba,antsirabe/afovoany/atsinanana,mahazoarivo/avarabohitra,ampatana/mandriankeniheny,soamalaza/mahatsinjo,manodidina/ny/gara/ambilombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,antsenakely/sud,antsenakely/andraikiba,2,antsenakely/andraikiba,antsirabe/afovoany/atsinanana,ampatana/mandriankeniheny,manodidina/ny/gara/ambilombe,soamalaza/mahatsinjo,mahazoarivo/avarabohitra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,antserahely/andraikiba,antsenakely/andraikiba,2,antsenakely/andraikiba,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,ampatana/mandriankeniheny,soamalaza/mahatsinjo,manodidina/ny/gara/ambilombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,antsenakely/andrakinba,antsenakely/andraikiba,2,antsenakely/andraikiba,mahazoarivo/avarabohitra,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,ampatana/mandriankeniheny,manodidina/ny/gara/ambilombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,mahazina,,2,mahazoarivo/avarabohitra,soamalaza/mahatsinjo,ampatana/mandriankeniheny,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,antsenakely/andraikiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,ivohitra,,2,mahazoarivo/avarabohitra,manodidina/ny/gara/ambilombe,antsenakely/andraikiba,antsirabe/afovoany/atsinanana,ampatana/mandriankeniheny,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/lely/andraikiba,antsenakely/andraikiba,2,antsenakely/andraikiba,ampatana/mandriankeniheny,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,m/rivo/avarabohitra,mahazoarivo/avarabohitra,2,mahazoarivo/avarabohitra,manodidina/ny/gara/ambilombe,antsenakely/andraikiba,antsirabe/afovoany/atsinanana,ampatana/mandriankeniheny,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,m/vo/avarabohitra,mahazoarivo/avarabohitra,2,mahazoarivo/avarabohitra,manodidina/ny/gara/ambilombe,antsenakely/andraikiba,antsirabe/afovoany/atsinanana,ampatana/mandriankeniheny,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/tsy,,2,manodidina/ny/gara/ambilombe,antsenakely/andraikiba,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,ampatana/mandriankeniheny,mahazoarivo/avarabohitra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,antsenakely/andrakibha,antsenakely/andraikiba,2,antsenakely/andraikiba,mahazoarivo/avarabohitra,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/kely/adraikiba,antsenakely/andraikiba,2,antsenakely/andraikiba,manodidina/ny/gara/ambilombe,ampatana/mandriankeniheny,antsirabe/afovoany/atsinanana,mahazoarivo/avarabohitra,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,an/kely/andraikiba,antsenakely/andraikiba,2,antsenakely/andraikiba,ampatana/mandriankeniheny,manodidina/ny/gara/ambilombe,antsirabe/afovoany/atsinanana,mahazoarivo/avarabohitra,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,atsenakely/adraikiba,antsenakely/andraikiba,2,antsenakely/andraikiba,mahazoarivo/avarabohitra,soamalaza/mahatsinjo,ampatana/mandriankeniheny,manodidina/ny/gara/ambilombe,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/keli/andraikiba,antsenakely/andraikiba,2,antsenakely/andraikiba,ampatana/mandriankeniheny,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,ambalambe,,2,manodidina/ny/gara/ambilombe,soamalaza/mahatsinjo,mahazoarivo/avarabohitra,ampatana/mandriankeniheny,antsirabe/afovoany/atsinanana,antsenakely/andraikiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,amahazoarivo/aarabohitra,mahazoarivo/avarabohitra,2,mahazoarivo/avarabohitra,soamalaza/mahatsinjo,antsenakely/andraikiba,ampatana/mandriankeniheny,manodidina/ny/gara/ambilombe,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,abtsenakely/andrakiba,antsenakely/andraikiba,2,antsenakely/andraikiba,mahazoarivo/avarabohitra,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/kelyn/andraikiba,antsenakely/andraikiba,2,antsenakely/andraikiba,ampatana/mandriankeniheny,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,manododona/ny/gara,manodidina/ny/gara/ambilombe,2,manodidina/ny/gara/ambilombe,antsirabe/afovoany/atsinanana,mahazoarivo/avarabohitra,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,antsaha,,2,antsenakely/andraikiba,antsirabe/afovoany/atsinanana,ampatana/mandriankeniheny,soamalaza/mahatsinjo,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,ava/tra,mahazoarivo/avarabohitra,2,mahazoarivo/avarabohitra,manodidina/ny/gara/ambilombe,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsenakely/andraikiba,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,atsenankely,antsenakely/andraikiba,2,antsenakely/andraikiba,antsirabe/afovoany/atsinanana,ampatana/mandriankeniheny,soamalaza/mahatsinjo,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,ambialmbe,manodidina/ny/gara/ambilombe,2,manodidina/ny/gara/ambilombe,soamalaza/mahatsinjo,mahazoarivo/avarabohitra,antsenakely/andraikiba,ampatana/mandriankeniheny,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,manodidina/ny/maro,,2,manodidina/ny/gara/ambilombe,ampatana/mandriankeniheny,antsirabe/afovoany/atsinanana,mahazoarivo/avarabohitra,antsenakely/andraikiba,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,manododdina/ny/gara,manodidina/ny/gara/ambilombe,2,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,ampatana/mandriankeniheny,antsenakely/andraikiba,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,soalaza/mahatsinjo,soamalaza/mahatsinjo,2,soamalaza/mahatsinjo,mahazoarivo/avarabohitra,ampatana/mandriankeniheny,antsenakely/andraikiba,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,manodidina/ny/gare-ambilombe,manodidina/ny/gara/ambilombe,2,manodidina/ny/gara/ambilombe,antsenakely/andraikiba,mahazoarivo/avarabohitra,soamalaza/mahatsinjo,ampatana/mandriankeniheny,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,soamlaza-mahatsinjo,soamalaza/mahatsinjo,2,soamalaza/mahatsinjo,antsenakely/andraikiba,mahazoarivo/avarabohitra,ampatana/mandriankeniheny,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,manodididna/ny/gara-ambilombe,manodidina/ny/gara/ambilombe,2,manodidina/ny/gara/ambilombe,antsenakely/andraikiba,mahazoarivo/avarabohitra,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,ambilanibe,manodidina/ny/gara/ambilombe,3,manodidina/ny/gara/ambilombe,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,mahazoarivo/avarabohitra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,marodimita,,3,manodidina/ny/gara/ambilombe,ampatana/mandriankeniheny,mahazoarivo/avarabohitra,antsenakely/andraikiba,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,atsenakaely-andraikiba,antsenakely/andraikiba,3,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,atseankely-andraikiba,antsenakely/andraikiba,3,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,ambliambe,manodidina/ny/gara/ambilombe,3,manodidina/ny/gara/ambilombe,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,mahazoarivo/avarabohitra,antsenakely/andraikiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,ankilambe,manodidina/ny/gara/ambilombe,3,manodidina/ny/gara/ambilombe,antsirabe/afovoany/atsinanana,antsenakely/andraikiba,ampatana/mandriankeniheny,mahazoarivo/avarabohitra,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/be/ii,,3,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,ampatana/mandriankeniheny,antsenakely/andraikiba,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,tamboarivo,,3,mahazoarivo/avarabohitra,manodidina/ny/gara/ambilombe,antsirabe/afovoany/atsinanana,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,soamalaza/m/tsinjo,soamalaza/mahatsinjo,3,soamalaza/mahatsinjo,antsenakely/andraikiba,ampatana/mandriankeniheny,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,soamalaza/m/jo,soamalaza/mahatsinjo,3,soamalaza/mahatsinjo,ampatana/mandriankeniheny,mahazoarivo/avarabohitra,manodidina/ny/gara/ambilombe,antsirabe/afovoany/atsinanana,antsenakely/andraikiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/kely/andarikiba,antsenakely/andraikiba,3,antsenakely/andraikiba,ampatana/mandriankeniheny,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/misi,,3,manodidina/ny/gara/ambilombe,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,mahazoarivo/avarabohitra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,m/tsijo,soamalaza/mahatsinjo,3,soamalaza/mahatsinjo,manodidina/ny/gara/ambilombe,antsirabe/afovoany/atsinanana,mahazoarivo/avarabohitra,antsenakely/andraikiba,ampatana/mandriankeniheny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,so/laza,soamalaza/mahatsinjo,3,mahazoarivo/avarabohitra,soamalaza/mahatsinjo,manodidina/ny/gara/ambilombe,antsirabe/afovoany/atsinanana,antsenakely/andraikiba,ampatana/mandriankeniheny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/be//i,,3,antsirabe/afovoany/atsinanana,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,ampatana/mandriankeniheny,antsenakely/andraikiba,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,ampatana-mandriakaniheny,ampatana/mandriankeniheny,3,ampatana/mandriankeniheny,antsenakely/andraikiba,soamalaza/mahatsinjo,mahazoarivo/avarabohitra,manodidina/ny/gara/ambilombe,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,gare/a/be,manodidina/ny/gara/ambilombe,3,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsirabe/afovoany/atsinanana,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/tyra,,3,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/misy,,3,manodidina/ny/gara/ambilombe,ampatana/mandriankeniheny,soamalaza/mahatsinjo,mahazoarivo/avarabohitra,antsenakely/andraikiba,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/ytra,,3,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/tfra,,3,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,antsenakely/andraikiba,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG12108,a/ba/i,,3,manodidina/ny/gara/ambilombe,mahazoarivo/avarabohitra,ampatana/mandriankeniheny,soamalaza/mahatsinjo,antsirabe/afovoany/atsinanana,antsenakely/andraikiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
