"names_tomatch","nest","fixed_best","min_fixed","partial_best","min_partial","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45"
"fir v","MG11101","1er arrondissement",16,"1er arrondissement",3,"1er arrondissement","2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fir i","MG11101","1er arrondissement",15,"1er arrondissement",3,"1er arrondissement","2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fir vi","MG11101","1er arrondissement",15,"1er arrondissement",4,"1er arrondissement","2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fir iv","MG11101","1er arrondissement",15,"1er arrondissement",4,"1er arrondissement","2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fir iii","MG11101","1er arrondissement",15,"1er arrondissement",5,"1er arrondissement","2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fir ii","MG11101","1er arrondissement",15,"1er arrondissement",4,"1er arrondissement","2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo","MG11101","2e arrondissement",15,"1er arrondissement",9,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG11101","1er arrondissement",NA,"1er arrondissement",NA,"1er arrondissement","2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bemasoandro","MG11101","2e arrondissement",13,"1er arrondissement",7,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ivato","MG11101","2e arrondissement",15,"1er arrondissement",4,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alasora","MG11101","2e arrondissement",15,"1er arrondissement",5,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","MG11101","2e arrondissement",17,"1er arrondissement",0,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambatomainty","MG11101","2e arrondissement",13,"1er arrondissement",9,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"itaosy","MG11101","2e arrondissement",14,"1er arrondissement",4,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimanarina","MG11101","2e arrondissement",14,"1er arrondissement",10,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tsimbazaza","MG11101","2e arrondissement",16,"1er arrondissement",8,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohijanaka","MG11101","2e arrondissement",14,"1er arrondissement",9,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","MG11101","2e arrondissement",16,"1er arrondissement",0,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"firv","MG11101","2e arrondissement",16,"1er arrondissement",3,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tanjombato","MG11101","2e arrondissement",14,"1er arrondissement",8,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anosiala","MG11101","2e arrondissement",14,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"talatamaty","MG11101","2e arrondissement",15,"1er arrondissement",9,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tsiadana","MG11101","2e arrondissement",14,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimalaza","MG11101","2e arrondissement",14,"1er arrondissement",10,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahatazana","MG11101","2e arrondissement",15,"1er arrondissement",8,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo iv","MG11101","2e arrondissement",15,"1er arrondissement",12,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimangakely","MG11102","ambohimangakely",0,"ambohimangakely",0,"ambohimangakely","ambohimanambola","ambohimanga rova","ambohimalaza miray","anjeva gara","masindray","ankadinandriana","sabotsy namehana","manandriana","fiaferana","viliahazo","alasora","ankadikely ilafy","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankadikely-ilafy","MG11102","ankadikely ilafy",1,"ankadikely ilafy",1,"ankadikely ilafy","ankadinandriana","manandriana","anjeva gara","masindray","alasora","ambohimanambola","ambohimangakely","ambohimalaza miray","fiaferana","viliahazo","ambohimanga rova","talata volonondry","sabotsy namehana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsinanantsena-sabotsy","MG11102","ankadinandriana",16,"sabotsy namehana",16,"ankadinandriana","ambohimanambola","sabotsy namehana","manandriana","ankadikely ilafy","ambohimangakely","ambohimalaza miray","fiaferana","ambohimanga rova","talata volonondry","anjeva gara","masindray","alasora","viliahazo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alasora","MG11102","alasora",0,"alasora",0,"alasora","fiaferana","masindray","manandriana","viliahazo","anjeva gara","ambohimanambola","ankadinandriana","ambohimanga rova","talata volonondry","ankadikely ilafy","sabotsy namehana","ambohimangakely","ambohimalaza miray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimanambola","MG11102","ambohimanambola",0,"ambohimanambola",0,"ambohimanambola","ambohimanga rova","ambohimangakely","ambohimalaza miray","sabotsy namehana","ankadinandriana","alasora","manandriana","viliahazo","fiaferana","anjeva gara","masindray","ankadikely ilafy","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"namehana","MG11102","fiaferana",4,"sabotsy namehana",0,"fiaferana","alasora","manandriana","viliahazo","anjeva gara","masindray","sabotsy namehana","ambohimanambola","ambohimangakely","ankadinandriana","ambohimanga rova","ankadikely ilafy","ambohimalaza miray","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimalaza-miray","MG11102","ambohimalaza miray",1,"ambohimalaza miray",1,"ambohimalaza miray","ambohimanambola","ambohimangakely","ambohimanga rova","alasora","ankadikely ilafy","anjeva gara","masindray","sabotsy namehana","manandriana","fiaferana","viliahazo","ankadinandriana","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimanga-rova","MG11102","ambohimanga rova",1,"ambohimanga rova",1,"ambohimanga rova","ambohimanambola","ambohimangakely","ambohimalaza miray","anjeva gara","ankadinandriana","alasora","sabotsy namehana","manandriana","fiaferana","viliahazo","masindray","ankadikely ilafy","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"talata-volonondry","MG11102","talata volonondry",1,"talata volonondry",1,"talata volonondry","alasora","masindray","ankadikely ilafy","manandriana","viliahazo","anjeva gara","ankadinandriana","sabotsy namehana","ambohimangakely","ambohimalaza miray","fiaferana","ambohimanambola","ambohimanga rova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"masindray","MG11102","masindray",0,"masindray",0,"masindray","manandriana","alasora","fiaferana","viliahazo","ankadinandriana","anjeva gara","ambohimangakely","ankadikely ilafy","ambohimanambola","sabotsy namehana","ambohimanga rova","ambohimalaza miray","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fiaferana","MG11102","fiaferana",0,"fiaferana",0,"fiaferana","alasora","manandriana","viliahazo","masindray","anjeva gara","ankadinandriana","sabotsy namehana","ambohimanambola","ambohimangakely","ambohimanga rova","ankadikely ilafy","ambohimalaza miray","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sabotsy namehana","MG11102","sabotsy namehana",0,"sabotsy namehana",0,"sabotsy namehana","ambohimanambola","manandriana","fiaferana","ankadinandriana","ambohimangakely","ambohimanga rova","anjeva gara","masindray","alasora","viliahazo","ambohimalaza miray","talata volonondry","ankadikely ilafy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankadinandriana","MG11102","ankadinandriana",0,"ankadinandriana",0,"ankadinandriana","manandriana","ankadikely ilafy","fiaferana","masindray","ambohimanambola","anjeva gara","alasora","sabotsy namehana","ambohimangakely","ambohimanga rova","viliahazo","ambohimalaza miray","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anjeva-gara","MG11102","anjeva gara",1,"anjeva gara",1,"anjeva gara","alasora","manandriana","fiaferana","viliahazo","ambohimanga rova","masindray","ankadinandriana","ambohimangakely","ankadikely ilafy","ambohimanambola","sabotsy namehana","ambohimalaza miray","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mandrosoa ilafy","MG11102","ankadikely ilafy",8,"ankadikely ilafy",7,"ankadikely ilafy","manandriana","anjeva gara","masindray","alasora","fiaferana","ankadinandriana","ambohimanambola","sabotsy namehana","ambohimangakely","ambohimalaza miray","viliahazo","ambohimanga rova","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohitrolomahitsy","MG11102","ambohimalaza miray",9,"ambohimalaza miray",9,"ambohimalaza miray","ambohimangakely","ambohimanambola","ambohimanga rova","ankadikely ilafy","sabotsy namehana","viliahazo","talata volonondry","masindray","alasora","manandriana","ankadinandriana","fiaferana","anjeva gara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anosy-avaratra","MG11102","anjeva gara",8,"anjeva gara",8,"anjeva gara","alasora","ambohimanambola","sabotsy namehana","manandriana","fiaferana","ankadinandriana","ambohimalaza miray","ambohimanga rova","masindray","ambohimangakely","viliahazo","ankadikely ilafy","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohidrabiby","MG11102","ambohimanambola",7,"ambohimanambola",6,"ambohimanambola","ambohimangakely","masindray","ambohimalaza miray","ambohimanga rova","alasora","manandriana","fiaferana","viliahazo","anjeva gara","ankadikely ilafy","ankadinandriana","sabotsy namehana","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"manandriana","MG11102","manandriana",0,"manandriana",0,"manandriana","masindray","ankadinandriana","fiaferana","alasora","anjeva gara","viliahazo","ambohimanambola","sabotsy namehana","ankadikely ilafy","ambohimangakely","ambohimanga rova","ambohimalaza miray","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambodratrimo","MG11102","alasora",9,"ambohimanambola",6,"alasora","ambohimanambola","masindray","ambohimangakely","manandriana","fiaferana","ambohimanga rova","viliahazo","anjeva gara","ankadinandriana","ambohimalaza miray","ankadikely ilafy","sabotsy namehana","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ilafy","MG11102","alasora",5,"ankadikely ilafy",0,"alasora","viliahazo","fiaferana","masindray","manandriana","anjeva gara","ankadikely ilafy","ambohimangakely","ambohimanambola","ankadinandriana","ambohimalaza miray","ambohimanga rova","talata volonondry","sabotsy namehana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG11102","alasora",NA,"alasora",NA,"alasora","ankadikely ilafy","ambohimanambola","sabotsy namehana","ambohimangakely","manandriana","ambohimalaza miray","fiaferana","ambohimanga rova","viliahazo","talata volonondry","anjeva gara","masindray","ankadinandriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohitriniandriana","MG11102","ankadinandriana",8,"ankadinandriana",8,"ankadinandriana","manandriana","ambohimanga rova","ambohimanambola","ambohimalaza miray","ambohimangakely","sabotsy namehana","fiaferana","masindray","alasora","viliahazo","anjeva gara","ankadikely ilafy","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alatsinainy imerimandroso","MG11102","ankadinandriana",16,"talata volonondry",16,"ankadinandriana","manandriana","talata volonondry","sabotsy namehana","ambohimanga rova","alasora","ankadikely ilafy","ambohimanambola","ambohimalaza miray","fiaferana","masindray","ambohimangakely","anjeva gara","viliahazo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohitrarahaba","MG11102","ambohimanambola",7,"ambohimanambola",6,"ambohimanambola","ambohimangakely","ambohimanga rova","ambohimalaza miray","sabotsy namehana","manandriana","fiaferana","viliahazo","anjeva gara","masindray","ankadinandriana","alasora","ankadikely ilafy","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antehiroko","MG11102","alasora",8,"ankadikely ilafy",6,"alasora","manandriana","anjeva gara","fiaferana","viliahazo","masindray","ambohimanambola","ambohimangakely","ambohimanga rova","ankadinandriana","ankadikely ilafy","talata volonondry","sabotsy namehana","ambohimalaza miray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anosy","MG11102","alasora",5,"sabotsy namehana",2,"alasora","masindray","fiaferana","viliahazo","manandriana","anjeva gara","ambohimanambola","sabotsy namehana","ambohimangakely","ankadikely ilafy","ambohimanga rova","talata volonondry","ankadinandriana","ambohimalaza miray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anosizato andrefana","MG11102","ankadinandriana",9,"ankadinandriana",9,"ankadinandriana","manandriana","sabotsy namehana","fiaferana","ambohimanga rova","anjeva gara","masindray","alasora","ambohimanambola","ambohimangakely","ambohimalaza miray","ankadikely ilafy","viliahazo","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambatolampy","MG11102","alasora",7,"ambohimanambola",5,"alasora","masindray","manandriana","fiaferana","ambohimanambola","ambohimangakely","viliahazo","anjeva gara","ambohimalaza miray","ankadikely ilafy","sabotsy namehana","ambohimanga rova","talata volonondry","ankadinandriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambatomainty","MG11102","alasora",8,"ambohimanambola",6,"alasora","manandriana","ambohimangakely","fiaferana","masindray","ambohimanambola","ambohimalaza miray","ambohimanga rova","viliahazo","anjeva gara","ankadinandriana","ankadikely ilafy","talata volonondry","sabotsy namehana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"viliahazo","MG11102","viliahazo",0,"viliahazo",0,"viliahazo","alasora","fiaferana","masindray","anjeva gara","manandriana","ambohimanambola","ambohimangakely","ambohimanga rova","ankadinandriana","ankadikely ilafy","sabotsy namehana","ambohimalaza miray","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sabotsy-namehana","MG11102","sabotsy namehana",1,"sabotsy namehana",1,"sabotsy namehana","ambohimanambola","manandriana","fiaferana","ankadinandriana","ambohimangakely","ambohimanga rova","anjeva gara","masindray","alasora","viliahazo","ambohimalaza miray","ankadikely ilafy","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sabotsinamena","MG11102","sabotsy namehana",4,"sabotsy namehana",3,"sabotsy namehana","ambohimanambola","manandriana","masindray","alasora","ambohimangakely","fiaferana","ankadinandriana","ambohimanga rova","viliahazo","anjeva gara","ambohimalaza miray","ankadikely ilafy","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andrefatsena sabotsy","MG11102","anjeva gara",14,"sabotsy namehana",13,"anjeva gara","ankadikely ilafy","ambohimanambola","masindray","ankadinandriana","alasora","ambohimangakely","manandriana","ambohimalaza miray","fiaferana","ambohimanga rova","sabotsy namehana","viliahazo","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambatomanoina","MG11102","ambohimanambola",8,"ambohimanambola",6,"ambohimanambola","manandriana","ankadinandriana","alasora","ambohimangakely","fiaferana","ambohimanga rova","anjeva gara","masindray","sabotsy namehana","ambohimalaza miray","viliahazo","ankadikely ilafy","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sabotsy","MG11102","alasora",6,"sabotsy namehana",0,"alasora","masindray","fiaferana","sabotsy namehana","viliahazo","manandriana","anjeva gara","ambohimangakely","ambohimanambola","ankadikely ilafy","ambohimanga rova","talata volonondry","ankadinandriana","ambohimalaza miray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimanarina","MG11102","ambohimanambola",4,"ambohimanambola",4,"ambohimanambola","ambohimanga rova","ambohimangakely","ambohimalaza miray","ankadinandriana","manandriana","fiaferana","alasora","sabotsy namehana","anjeva gara","masindray","viliahazo","ankadikely ilafy","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
