"names_tomatch","nest","fixed_best","min_fixed","partial_best","min_partial","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45"
"sambaina","MG12108","soamalaza mahatsinjo",14,"ampatana mandriankeniheny",4,"soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soamalaza-mahatsinjo","MG12108","soamalaza mahatsinjo",1,"soamalaza mahatsinjo",1,"soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampatana mandriankeniheny","MG12108","ampatana mandriankeniheny",0,"ampatana mandriankeniheny",0,"ampatana mandriankeniheny","soamalaza mahatsinjo","antsenakely andraikiba","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soanirariny","MG12108","soamalaza mahatsinjo",14,"antsenakely andraikiba",6,"soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambatolampy","MG12108","soamalaza mahatsinjo",16,"ampatana mandriankeniheny",6,"soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","mahazoarivo avarabohitra","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mandriankeniheny","MG12108","ampatana mandriankeniheny",9,"ampatana mandriankeniheny",0,"ampatana mandriankeniheny","antsenakely andraikiba","soamalaza mahatsinjo","mahazoarivo avarabohitra","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsirabe rv","MG12108","antsenakely andraikiba",14,"antsirabe afovoany atsinanana",2,"antsenakely andraikiba","soamalaza mahatsinjo","antsirabe afovoany atsinanana","mahazoarivo avarabohitra","ampatana mandriankeniheny","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsirabe","MG12108","antsenakely andraikiba",15,"antsirabe afovoany atsinanana",0,"antsenakely andraikiba","soamalaza mahatsinjo","mahazoarivo avarabohitra","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimandroso","MG12108","soamalaza mahatsinjo",15,"ampatana mandriankeniheny",8,"soamalaza mahatsinjo","antsenakely andraikiba","ampatana mandriankeniheny","mahazoarivo avarabohitra","manodidina ny gara ambilombe","antsirabe afovoany atsinanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimena","MG12108","soamalaza mahatsinjo",16,"mahazoarivo avarabohitra",4,"soamalaza mahatsinjo","antsenakely andraikiba","mahazoarivo avarabohitra","ampatana mandriankeniheny","antsirabe afovoany atsinanana","manodidina ny gara ambilombe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimandroso","MG12114","ambohimandroso",0,"ambohimandroso",0,"ambohimandroso","ambohitompoina","ambodiriana","antsampandrano","ambatomiady","ampitatafika","andranofito","antanifotsy","ambatolahy","belanitra","ambatotsipihina","antsahalava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambatomiady","MG12114","ambatomiady",0,"ambatomiady",0,"ambatomiady","ambatolahy","ambodiriana","ampitatafika","andranofito","antanifotsy","ambatotsipihina","ambohitompoina","ambohimandroso","belanitra","antsahalava","antsampandrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambodiriana","MG12114","ambodiriana",0,"ambodiriana",0,"ambodiriana","ambatomiady","ambatolahy","ambatotsipihina","ambohitompoina","ambohimandroso","belanitra","antsahalava","ampitatafika","antanifotsy","andranofito","antsampandrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG12114","ampitatafika",NA,"ampitatafika",NA,"ampitatafika","ambatomiady","andranofito","antanifotsy","ambatolahy","ambohimandroso","ambatotsipihina","ambohitompoina","belanitra","antsahalava","ambodiriana","antsampandrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampitatafika","MG12114","ampitatafika",0,"ampitatafika",0,"ampitatafika","ambatomiady","andranofito","ambatolahy","ambohitompoina","antsahalava","antanifotsy","ambatotsipihina","ambodiriana","ambohimandroso","belanitra","antsampandrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambatotsipihina","MG12114","ambatotsipihina",0,"ambatotsipihina",0,"ambatotsipihina","ambohitompoina","ambodiriana","ambatomiady","ambatolahy","ampitatafika","antsahalava","andranofito","antanifotsy","ambohimandroso","belanitra","antsampandrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antanifotsy","MG12114","antanifotsy",0,"antanifotsy",0,"antanifotsy","andranofito","belanitra","ambatomiady","ambatolahy","antsahalava","ampitatafika","ambodiriana","ambohimandroso","antsampandrano","ambohitompoina","ambatotsipihina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohitompohina","MG12114","ambohitompoina",1,"ambohitompoina",1,"ambohitompoina","ambatotsipihina","ambodiriana","ampitatafika","ambatomiady","ambatolahy","ambohimandroso","andranofito","antanifotsy","belanitra","antsahalava","antsampandrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsahalava","MG12114","antsahalava",0,"antsahalava",0,"antsahalava","ambatolahy","antsampandrano","ampitatafika","andranofito","antanifotsy","ambodiriana","ambatomiady","belanitra","ambatotsipihina","ambohimandroso","ambohitompoina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambatolahy","MG12114","ambatolahy",0,"ambatolahy",0,"ambatolahy","ambatomiady","antsahalava","ambodiriana","ampitatafika","andranofito","antanifotsy","ambatotsipihina","ambohitompoina","belanitra","ambohimandroso","antsampandrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsahavola","MG12114","antsahalava",3,"antsahalava",2,"antsahalava","antanifotsy","antsampandrano","ampitatafika","andranofito","ambatolahy","belanitra","ambodiriana","ambatomiady","ambohimandroso","ambatotsipihina","ambohitompoina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andranofito","MG12114","andranofito",0,"andranofito",0,"andranofito","antanifotsy","ampitatafika","ambatomiady","ambatolahy","belanitra","antsahalava","antsampandrano","ambohimandroso","ambodiriana","ambohitompoina","ambatotsipihina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsampandrano","MG12114","antsampandrano",0,"antsampandrano",0,"antsampandrano","antsahalava","ambohimandroso","andranofito","antanifotsy","ambatolahy","ambodiriana","ampitatafika","ambatomiady","belanitra","ambohitompoina","ambatotsipihina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambatolampy","MG12114","ambatolahy",2,"ambatolahy",2,"ambatolahy","ambatomiady","ampitatafika","antanifotsy","ambatotsipihina","antsahalava","ambodiriana","andranofito","ambohitompoina","ambohimandroso","belanitra","antsampandrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambalavao","MG21205","ambalavao",0,"ambalavao",0,"ambalavao","manamisoa","ambinaniroa","fenoarivo","andrainjato","anjoma","kirano","besoa","mahazony","ankaramena","sendrisoa","miarinarivo","iarintsena","ambohimandroso","vohitsaoka","ambinanindovoka","ambohimahamasina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG21205","fenoarivo",NA,"fenoarivo",NA,"fenoarivo","ambalavao","manamisoa","iarintsena","ambohimandroso","andrainjato","anjoma","kirano","sendrisoa","besoa","mahazony","ambinanindovoka","ankaramena","ambinaniroa","ambohimahamasina","miarinarivo","vohitsaoka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimahamasina","MG21205","ambohimahamasina",0,"ambohimahamasina",0,"ambohimahamasina","ambohimandroso","ambalavao","manamisoa","ankaramena","ambinaniroa","iarintsena","mahazony","ambinanindovoka","miarinarivo","vohitsaoka","anjoma","fenoarivo","andrainjato","kirano","sendrisoa","besoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anjoma","MG21205","anjoma",0,"anjoma",0,"anjoma","besoa","manamisoa","kirano","mahazony","ankaramena","ambalavao","iarintsena","sendrisoa","fenoarivo","andrainjato","ambinaniroa","vohitsaoka","miarinarivo","ambohimandroso","ambinanindovoka","ambohimahamasina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG21208","ambohimahasoa",NA,"ambohimahasoa",NA,"ambohimahasoa","ampitana","ankerana","manandroy","ambalakindresy","ankafina tsarafidy","sahave","morafeno","ikalalao","vohiposa","ambatosoa","isaka","vohitrarivo","ambohinamboarina","sahatona","camp robin","befeta","fiadanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimahasoa","MG21208","ambohimahasoa",0,"ambohimahasoa",0,"ambohimahasoa","ambatosoa","ambohinamboarina","ampitana","vohiposa","morafeno","ikalalao","vohitrarivo","sahatona","ankerana","manandroy","ambalakindresy","sahave","isaka","fiadanana","befeta","camp robin","ankafina tsarafidy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG22223","ambohipo",NA,"ambohipo",NA,"ambohipo","anjoman'ankona","vinany andakatanikely","ambovombe centre","ambohimahazo","anjoma nandihizana","ambohimilanja","talata vohimena","ambatomarina","andakatany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG23211","ankarimbelo",NA,"ankarimbelo",NA,"ankarimbelo","antodinga","kalafotsy","ikongo","ambolomadinika","ambatofotsy","belemoka","maromiandra","manampatrana","ambinanitromby","ifanirea","tanakambana","sahalanona","tolongoina","ambohimisafy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG25222","antondabe",NA,"antondabe",NA,"antondabe","marovitsika sud","antaninarenina","befotaka sud","ranotsara sud","beharena","bekofafa sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohibary","MG11107","ambohimirary",3,"ambohibary vohilena",0,"ambohimirary","ambongamarina","marotsipoy","anjozorobe","mangamila","betatao","alakamisy","analaroa","belanitra","amboasary nord","androvakely","antanetibe","ambatomanoina","ambohibary vohilena","beronono","tsarasaotra","amparatanjona","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analaroa","MG11107","analaroa",0,"analaroa",0,"analaroa","anjozorobe","mangamila","betatao","alakamisy","ambongamarina","tsarasaotra","antanetibe","belanitra","ambatomanoina","amparatanjona","androvakely","marotsipoy","beronono","amboasary nord","ambohimirary","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambatomanoina","MG11107","ambatomanoina",0,"ambatomanoina",0,"ambatomanoina","ambongamarina","amparatanjona","mangamila","analaroa","beronono","tsarasaotra","betatao","alakamisy","antanetibe","belanitra","amboasary nord","ambohimirary","anjozorobe","androvakely","marotsipoy","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anjozorobe","MG11107","anjozorobe",0,"anjozorobe",0,"anjozorobe","analaroa","antanetibe","beronono","androvakely","mangamila","betatao","alakamisy","ambohimirary","marotsipoy","ambongamarina","tsarasaotra","belanitra","ambatomanoina","amboasary nord","amparatanjona","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG11107","anjozorobe",NA,"anjozorobe",NA,"anjozorobe","mangamila","ambongamarina","tsarasaotra","ambohimanarina marovazaha","betatao","alakamisy","analaroa","antanetibe","belanitra","ambatomanoina","amparatanjona","amboasary nord","androvakely","ambohibary vohilena","ambohimirary","marotsipoy","beronono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimirary","MG11107","ambohimirary",0,"ambohimirary",0,"ambohimirary","ambongamarina","mangamila","alakamisy","marotsipoy","anjozorobe","belanitra","ambatomanoina","amboasary nord","betatao","analaroa","antanetibe","androvakely","tsarasaotra","amparatanjona","beronono","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimanarina","MG11107","ambongamarina",4,"ambohimanarina marovazaha",0,"ambongamarina","ambatomanoina","ambohimirary","amparatanjona","mangamila","analaroa","amboasary nord","ambohibary vohilena","alakamisy","antanetibe","belanitra","anjozorobe","tsarasaotra","ambohimanarina marovazaha","betatao","beronono","androvakely","marotsipoy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"betatao","MG11107","betatao",0,"betatao",0,"betatao","belanitra","beronono","analaroa","antanetibe","mangamila","tsarasaotra","alakamisy","marotsipoy","anjozorobe","ambatomanoina","amparatanjona","ambongamarina","androvakely","ambohimirary","amboasary nord","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mangamila","MG11107","mangamila",0,"mangamila",0,"mangamila","ambongamarina","alakamisy","analaroa","antanetibe","belanitra","marotsipoy","tsarasaotra","betatao","ambatomanoina","androvakely","ambohimirary","anjozorobe","amparatanjona","beronono","amboasary nord","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amparatanjona-ambony","MG11107","amparatanjona",7,"amparatanjona",7,"amparatanjona","ambatomanoina","ambongamarina","tsarasaotra","amboasary nord","marotsipoy","anjozorobe","mangamila","alakamisy","analaroa","antanetibe","androvakely","beronono","betatao","ambohibary vohilena","ambohimirary","ambohimanarina marovazaha","belanitra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alakamisy","MG11107","alakamisy",0,"alakamisy",0,"alakamisy","mangamila","analaroa","antanetibe","tsarasaotra","betatao","belanitra","androvakely","ambohimirary","marotsipoy","anjozorobe","ambongamarina","ambatomanoina","beronono","amparatanjona","amboasary nord","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amparatanjona","MG11107","amparatanjona",0,"amparatanjona",0,"amparatanjona","ambatomanoina","ambongamarina","tsarasaotra","analaroa","marotsipoy","mangamila","betatao","amboasary nord","beronono","alakamisy","antanetibe","belanitra","androvakely","anjozorobe","ambohimirary","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amboasary","MG11107","amboasary nord",5,"amboasary nord",0,"amboasary nord","ambohimirary","ambongamarina","alakamisy","analaroa","marotsipoy","mangamila","tsarasaotra","betatao","androvakely","anjozorobe","belanitra","ambatomanoina","beronono","antanetibe","amparatanjona","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambongamarina","MG11107","ambongamarina",0,"ambongamarina",0,"ambongamarina","mangamila","ambatomanoina","analaroa","ambohimirary","amparatanjona","amboasary nord","alakamisy","antanetibe","anjozorobe","tsarasaotra","betatao","belanitra","beronono","androvakely","ambohibary vohilena","marotsipoy","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"marondry","MG11107","marotsipoy",5,"ambongamarina",4,"marotsipoy","beronono","mangamila","alakamisy","analaroa","belanitra","anjozorobe","tsarasaotra","betatao","androvakely","ambohimirary","ambongamarina","antanetibe","ambatomanoina","amparatanjona","amboasary nord","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"androvakely","MG11107","androvakely",0,"androvakely",0,"androvakely","anjozorobe","mangamila","alakamisy","analaroa","marotsipoy","tsarasaotra","antanetibe","beronono","betatao","ambatomanoina","amparatanjona","ambohimirary","ambongamarina","belanitra","amboasary nord","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tsarasaotra","MG11107","tsarasaotra",0,"tsarasaotra",0,"tsarasaotra","analaroa","belanitra","mangamila","betatao","alakamisy","amparatanjona","ambatomanoina","androvakely","marotsipoy","beronono","anjozorobe","ambongamarina","antanetibe","amboasary nord","ambohimirary","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antanetibe","MG11107","antanetibe",0,"antanetibe",0,"antanetibe","anjozorobe","mangamila","betatao","alakamisy","analaroa","belanitra","ambongamarina","ambatomanoina","androvakely","marotsipoy","beronono","tsarasaotra","amparatanjona","ambohimirary","amboasary nord","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beronono","MG11107","beronono",0,"beronono",0,"beronono","betatao","belanitra","anjozorobe","marotsipoy","analaroa","ambatomanoina","mangamila","tsarasaotra","alakamisy","antanetibe","amparatanjona","androvakely","ambongamarina","amboasary nord","ambohimirary","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"manjakandriana","MG11107","mangamila",8,"ambohimanarina marovazaha",6,"mangamila","ambongamarina","analaroa","alakamisy","antanetibe","ambatomanoina","amparatanjona","anjozorobe","tsarasaotra","belanitra","amboasary nord","ambohimirary","marotsipoy","betatao","androvakely","beronono","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"marotsipoy","MG11107","marotsipoy",0,"marotsipoy",0,"marotsipoy","mangamila","beronono","betatao","alakamisy","analaroa","amparatanjona","androvakely","ambohimirary","anjozorobe","tsarasaotra","antanetibe","belanitra","ambatomanoina","amboasary nord","ambongamarina","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"marovazaha","MG11107","mangamila",6,"ambohimanarina marovazaha",0,"mangamila","marotsipoy","tsarasaotra","analaroa","androvakely","ambongamarina","betatao","alakamisy","ambatomanoina","amparatanjona","beronono","anjozorobe","belanitra","ambohimirary","antanetibe","amboasary nord","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohitromby","MG11107","ambohimirary",5,"ambohimanarina marovazaha",5,"ambohimirary","anjozorobe","marotsipoy","ambongamarina","betatao","analaroa","antanetibe","belanitra","ambatomanoina","amboasary nord","alakamisy","amparatanjona","androvakely","beronono","mangamila","tsarasaotra","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bongamarina","MG11107","ambongamarina",2,"ambongamarina",0,"ambongamarina","mangamila","analaroa","tsarasaotra","betatao","alakamisy","antanetibe","belanitra","ambatomanoina","anjozorobe","amparatanjona","ambohimirary","beronono","amboasary nord","androvakely","marotsipoy","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amboasary avaratra","MG11107","amboasary nord",7,"amboasary nord",7,"amboasary nord","ambongamarina","tsarasaotra","ambohibary vohilena","amparatanjona","ambohimirary","ambatomanoina","ambohimanarina marovazaha","analaroa","belanitra","mangamila","androvakely","anjozorobe","betatao","alakamisy","marotsipoy","antanetibe","beronono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankazodandy","MG11107","anjozorobe",7,"ambatomanoina",6,"anjozorobe","analaroa","androvakely","mangamila","alakamisy","antanetibe","ambatomanoina","betatao","amparatanjona","marotsipoy","beronono","ambongamarina","tsarasaotra","belanitra","ambohimirary","amboasary nord","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankazobe","MG11107","anjozorobe",4,"anjozorobe",4,"anjozorobe","analaroa","antanetibe","mangamila","alakamisy","betatao","beronono","belanitra","androvakely","tsarasaotra","marotsipoy","ambongamarina","ambatomanoina","amparatanjona","amboasary nord","ambohimirary","ambohibary vohilena","ambohimanarina marovazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
