"names_tomatch","nest","fixed_best","min_fixed","partial_best","min_partial","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45"
"itaosy","MG11101","2e arrondissement",14,"1er arrondissement",4,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo","MG11101","2e arrondissement",15,"1er arrondissement",9,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6 eme","MG11101","6e arrondissement",12,"1er arrondissement",2,"6e arrondissement","2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tana","MG11101","2e arrondissement",15,"1er arrondissement",3,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo renivohitra","MG11101","2e arrondissement",19,"1er arrondissement",18,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohidratrimo","MG11101","2e arrondissement",14,"1er arrondissement",10,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antanimora","MG11101","2e arrondissement",13,"1er arrondissement",8,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampitatafika","MG11101","2e arrondissement",16,"1er arrondissement",10,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"an/vo","MG11101","2e arrondissement",15,"1er arrondissement",3,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo i","MG11101","2e arrondissement",15,"1er arrondissement",11,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo  renivohitra","MG11101","2e arrondissement",20,"1er arrondissement",19,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suise","MG11101","2e arrondissement",14,"1er arrondissement",2,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"europeen","MG11101","2e arrondissement",11,"1er arrondissement",5,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"firaisana v","MG11101","1er arrondissement",14,"1er arrondissement",9,"1er arrondissement","2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tananarivo","MG11101","2e arrondissement",15,"1er arrondissement",7,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"allemange","MG11101","2e arrondissement",14,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"androhibe","MG11101","2e arrondissement",13,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fahadimy","MG11101","2e arrondissement",13,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"natananarivo","MG11101","2e arrondissement",15,"1er arrondissement",9,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
" antananarivo","MG11101","2e arrondissement",14,"1er arrondissement",9,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angletere","MG11101","2e arrondissement",13,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soavinandriana","MG11101","2e arrondissement",14,"1er arrondissement",10,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andavamamba","MG11101","2e arrondissement",14,"1er arrondissement",8,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anosipatrana","MG11101","2e arrondissement",13,"1er arrondissement",9,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cua","MG11101","2e arrondissement",16,"1er arrondissement",2,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimanarina","MG11101","2e arrondissement",14,"1er arrondissement",10,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo ii","MG11101","2e arrondissement",15,"1er arrondissement",11,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tana iii","MG11101","2e arrondissement",15,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
" tana iii","MG11101","2e arrondissement",15,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambanidia","MG11101","2e arrondissement",14,"1er arrondissement",5,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iii","MG11101","2e arrondissement",16,"1er arrondissement",2,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"talatalmaty","MG11101","2e arrondissement",15,"1er arrondissement",10,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alasoara","MG11101","2e arrondissement",15,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampanatanana","MG11101","2e arrondissement",14,"1er arrondissement",9,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tananarive","MG11101","2e arrondissement",14,"1er arrondissement",8,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsakaviro","MG11101","2e arrondissement",15,"1er arrondissement",8,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3è arrondissement","MG11101","3e arrondissement",1,"3e arrondissement",1,"3e arrondissement","2e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"firaisana iii","MG11101","1er arrondissement",15,"1er arrondissement",10,"1er arrondissement","2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohipo","MG11101","2e arrondissement",14,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo vi","MG11101","2e arrondissement",15,"1er arrondissement",11,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ii arrondissement cua","MG11101","2e arrondissement",6,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo iii","MG11101","2e arrondissement",15,"1er arrondissement",12,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iv tananarivo","MG11101","2e arrondissement",15,"1er arrondissement",9,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3em arrondissement","MG11101","3e arrondissement",1,"3e arrondissement",1,"3e arrondissement","1er arrondissement","2e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fahatelo","MG11101","2e arrondissement",15,"1er arrondissement",6,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fahaefatra","MG11101","2e arrondissement",16,"2e arrondissement",7,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antnanarivo","MG11101","2e arrondissement",15,"1er arrondissement",8,"2e arrondissement","3e arrondissement","4e arrondissement","5e arrondissement","6e arrondissement","1er arrondissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankadikely ilafy","MG11102","ankadikely ilafy",0,"ankadikely ilafy",0,"ankadikely ilafy","ankadinandriana","anjeva gara","manandriana","ambohimalaza miray","masindray","alasora","ambohimanambola","ambohimangakely","fiaferana","viliahazo","ambohimanga rova","talata volonondry","sabotsy namehana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimangakely","MG11102","ambohimangakely",0,"ambohimangakely",0,"ambohimangakely","ambohimanambola","ambohimanga rova","ambohimalaza miray","anjeva gara","masindray","ankadinandriana","sabotsy namehana","manandriana","fiaferana","viliahazo","alasora","ankadikely ilafy","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo","MG11102","manandriana",7,"manandriana",6,"manandriana","ankadinandriana","anjeva gara","alasora","viliahazo","masindray","fiaferana","ambohimanga rova","ambohimanambola","ambohimangakely","ankadikely ilafy","sabotsy namehana","ambohimalaza miray","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohibao","MG11102","alasora",7,"ambohimanambola",2,"alasora","ambohimanambola","masindray","ambohimangakely","ambohimanga rova","viliahazo","manandriana","fiaferana","anjeva gara","ambohimalaza miray","ankadinandriana","ankadikely ilafy","sabotsy namehana","talata volonondry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"am/tsy","MG11102","alasora",6,"sabotsy namehana",2,"alasora","masindray","fiaferana","viliahazo","manandriana","anjeva gara","sabotsy namehana","ambohimangakely","ambohimanambola","ankadikely ilafy","ambohimanga rova","talata volonondry","ankadinandriana","ambohimalaza miray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankaraobato","MG11102","alasora",7,"ambohimanambola",6,"alasora","anjeva gara","manandriana","viliahazo","fiaferana","ankadinandriana","masindray","ankadikely ilafy","ambohimanambola","ambohimangakely","ambohimanga rova","sabotsy namehana","talata volonondry","ambohimalaza miray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ilafy","MG11102","alasora",5,"ankadikely ilafy",0,"alasora","viliahazo","fiaferana","masindray","manandriana","anjeva gara","ankadikely ilafy","ambohimangakely","ambohimanambola","ankadinandriana","ambohimalaza miray","ambohimanga rova","talata volonondry","sabotsy namehana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a/trimo","MG11103","ambato",5,"ambohidratrimo",1,"ambato","anosiala","antehiroka","iarinarivo","mahabo","mahereza","mahitsy","antsahafilo","antanetibe","ambohidratrimo","talatamaty","ambatolampy","ampangabe","mananjara","fiadanana","avaratsena","merimandroso","anjanadoria","ampanotokana","ambohimanjaka","ivato aeroport","ambohitrimanjaka","ivato firaisana","ambohipihaonana","manjakavaradrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antananarivo","MG11103","iarinarivo",5,"iarinarivo",5,"iarinarivo","antsahafilo","anjanadoria","antanetibe","mananjara","anosiala","talatamaty","antehiroka","merimandroso","ampangabe","fiadanana","ambohidratrimo","ambatolampy","ampanotokana","manjakavaradrano","mahabo","ambato","avaratsena","mahereza","ivato aeroport","mahitsy","ambohimanjaka","ivato firaisana","ambohitrimanjaka","ambohipihaonana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ivato","MG11103","ambato",3,"ivato firaisana",0,"ambato","mahabo","mahitsy","anosiala","iarinarivo","fiadanana","avaratsena","talatamaty","ambatolampy","ampangabe","mananjara","mahereza","antanetibe","antehiroka","ivato aeroport","merimandroso","ampanotokana","antsahafilo","anjanadoria","ambohidratrimo","ivato firaisana","ambohimanjaka","manjakavaradrano","ambohipihaonana","ambohitrimanjaka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohidratrimo","MG11103","ambohidratrimo",0,"ambohidratrimo",0,"ambohidratrimo","ambohimanjaka","ambohitrimanjaka","ambohipihaonana","ambato","iarinarivo","anosiala","antehiroka","mahitsy","merimandroso","ambatolampy","antsahafilo","mahabo","anjanadoria","avaratsena","ampangabe","mananjara","manjakavaradrano","mahereza","antanetibe","talatamaty","ivato firaisana","ampanotokana","fiadanana","ivato aeroport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahitsy","MG11103","mahitsy",0,"mahitsy",0,"mahitsy","mahabo","mahereza","ambato","anosiala","talatamaty","ampangabe","mananjara","avaratsena","antehiroka","iarinarivo","ambatolampy","fiadanana","antanetibe","merimandroso","ampanotokana","antsahafilo","ambohidratrimo","ambohimanjaka","anjanadoria","ivato firaisana","ambohitrimanjaka","ambohipihaonana","ivato aeroport","manjakavaradrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankazobe","MG11104","ankazobe",0,"ankazobe",0,"ankazobe","antakavana","antotohazo","kiangara","miantso","marondry","fihaonana","mahavelona","fiadanana","ambohitromby","talata angavo","tsaramasoandro","ambolotarakely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anjoma betoho","MG11106","anjoma betoho",0,"anjoma betoho",0,"anjoma betoho","ranovao","anjepy","ambohitseheno","manjakandriana","ambatolaona","ambohibary","mantasoa","ambatomena","ambohitrony","ampaneva","sadabe","sambaina","ambatomanga","alarobia","ambanitsena","ambohibao sud","antsahalalina","ankazondandy","nandihizana","merikanjaka","miadanandriana","soavinandriana","ambohitrolomahitsy","ambohitrandriamanitra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dudit","MG11106","sadabe",5,"manjakandriana",3,"sadabe","anjepy","sambaina","alarobia","ranovao","mantasoa","ampaneva","ambohibary","nandihizana","ambanitsena","ambatomena","ambohitrony","ambatolaona","ambatomanga","merikanjaka","miadanandriana","ambohitseheno","ankazondandy","manjakandriana","ambohibao sud","antsahalalina","anjoma betoho","soavinandriana","ambohitrolomahitsy","ambohitrandriamanitra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimalaza","MG11106","ambohibary",5,"ambohibary",5,"ambohibary","ambatomanga","ambohibao sud","ambohitrony","ambatolaona","ambanitsena","ambatomena","ambohitseheno","sambaina","nandihizana","antsahalalina","merikanjaka","ampaneva","alarobia","mantasoa","ranovao","ambohitrolomahitsy","sadabe","manjakandriana","miadanandriana","anjepy","anjoma betoho","ankazondandy","soavinandriana","ambohitrandriamanitra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tananarive","MG11117","fenoarivo",5,"anosizato andrefana",5,"fenoarivo","androhibe","tanjombato","antanetikely","tsiafahy","ankaraobato","soalandy","ampanefy","soavina","bongatsara","ambalavao","ampitatafika","bemasoandro","itaosy","ankadimanga","ampahitrosy","fiombonana","ambatofahavalo","andranonahoatra","ambohidrapeto","ambohijanaka","ambavahaditokana","andoharanofotsy","alakamisy fenoarivo","anosizato andrefana","alatsinainy ambazaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antsahamamy","MG11117","tsiafahy",6,"ambatofahavalo",6,"tsiafahy","ankaraobato","ankadimanga","ambalavao","ambatofahavalo","itaosy","soalandy","antanetikely","ampanefy","ampahitrosy","androhibe","ampitatafika","bemasoandro","tanjombato","soavina","ambohijanaka","bongatsara","andranonahoatra","fiombonana","andoharanofotsy","fenoarivo","ambohidrapeto","ambavahaditokana","anosizato andrefana","alatsinainy ambazaha","alakamisy fenoarivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
