"date_reported","type","ctar","id_ctar","distcode","source","no_patients"
2006-03-22,"new","IPM",5,"MG11101","IPM",3
2006-03-22,"new","IPM",5,"MG11102","IPM",1
2006-03-22,"new","IPM",5,"MG11117","IPM",3
2006-03-22,"restart","IPM",5,"MG11101","IPM",11
2006-03-22,"restart","IPM",5,"MG11102","IPM",8
2006-03-22,"restart","IPM",5,"MG11103","IPM",6
2006-03-22,"restart","IPM",5,"MG11117","IPM",7
2006-03-23,"new","IPM",5,"MG11101","IPM",4
2006-03-23,"new","IPM",5,"MG11103","IPM",4
2006-03-23,"restart","IPM",5,"MG11101","IPM",5
2006-03-23,"restart","IPM",5,"MG11102","IPM",2
2006-03-23,"restart","IPM",5,"MG11117","IPM",1
2006-03-23,"transfer","IPM",5,"MG11103","IPM",1
2006-03-24,"new","IPM",5,"MG11101","IPM",6
2006-03-24,"new","IPM",5,"MG11102","IPM",1
2006-03-24,"new","IPM",5,"MG11103","IPM",1
2006-03-24,"new","IPM",5,"MG11117","IPM",1
2006-03-24,"new","IPM",5,"MG14119","IPM",1
2006-03-25,"new","IPM",5,"MG11101","IPM",3
2006-03-25,"new","IPM",5,"MG11102","IPM",1
2006-03-26,"new","IPM",5,"MG11101","IPM",4
2006-03-27,"new","IPM",5,"MG11101","IPM",15
2006-03-27,"new","IPM",5,"MG11103","IPM",1
2006-03-27,"new","IPM",5,"MG11106","IPM",1
2006-03-28,"new","IPM",5,"MG11101","IPM",4
2006-03-28,"new","IPM",5,"MG11103","IPM",2
2006-03-28,"new","IPM",5,"MG11117","IPM",1
2006-03-28,"new","IPM",5,"MG14111","IPM",1
2006-03-29,"new","IPM",5,"MG11101","IPM",1
2006-03-29,"new","IPM",5,"MG32303","IPM",1
2006-03-29,"new","IPM",5,"MG41401","IPM",1
2006-03-30,"new","IPM",5,"MG11101","IPM",10
2006-03-30,"new","IPM",5,"MG11102","IPM",1
2006-03-30,"new","IPM",5,"MG11117","IPM",1
2006-03-30,"new","IPM",5,"MG14119","IPM",1
2006-03-30,"new","IPM",5,"MG33316","IPM",1
2006-03-31,"new","IPM",5,"MG11101","IPM",7
2006-03-31,"new","IPM",5,"MG11103","IPM",3
2006-03-31,"new","IPM",5,"MG11117","IPM",3
2006-04-01,"new","IPM",5,"MG11101","IPM",2
2006-04-01,"new","IPM",5,"MG11102","IPM",1
2006-04-01,"new","IPM",5,"MG11103","IPM",1
2006-04-01,"new","IPM",5,"MG11117","IPM",1
2006-04-02,"new","IPM",5,"MG11101","IPM",4
2006-04-02,"new","IPM",5,"MG11102","IPM",2
2006-04-02,"new","IPM",5,"MG11117","IPM",2
2006-04-03,"new","IPM",5,"MG11101","IPM",11
2006-04-03,"new","IPM",5,"MG11103","IPM",2
2006-04-03,"new","IPM",5,"MG11115","IPM",1
2006-04-03,"new","IPM",5,"MG11117","IPM",3
2006-04-04,"new","IPM",5,"MG11101","IPM",5
2006-04-04,"new","IPM",5,"MG11102","IPM",1
2006-04-04,"new","IPM",5,"MG11103","IPM",1
2006-04-04,"new","IPM",5,"MG11117","IPM",3
2006-04-05,"new","IPM",5,"MG11101","IPM",8
2006-04-05,"new","IPM",5,"MG11102","IPM",3
2006-04-05,"new","IPM",5,"MG11103","IPM",4
2006-04-05,"new","IPM",5,"MG11117","IPM",3
2006-04-05,"new","IPM",5,"MG14111","IPM",1
2006-04-05,"restart","IPM",5,"MG11101","IPM",1
2006-04-06,"new","IPM",5,"MG11101","IPM",5
2006-04-06,"new","IPM",5,"MG11102","IPM",2
2006-04-06,"new","IPM",5,"MG11103","IPM",6
2006-04-06,"new","IPM",5,"MG11117","IPM",3
2006-04-07,"new","IPM",5,"MG11101","IPM",5
2006-04-07,"new","IPM",5,"MG11117","IPM",2
2006-04-08,"new","IPM",5,"MG11101","IPM",1
2006-04-09,"new","IPM",5,"MG11101","IPM",2
2006-04-09,"new","IPM",5,"MG11102","IPM",1
2006-04-09,"new","IPM",5,"MG11117","IPM",1
2006-04-10,"new","IPM",5,"MG11101","IPM",4
2006-04-10,"new","IPM",5,"MG11103","IPM",1
2006-04-10,"new","IPM",5,"MG11117","IPM",4
2006-04-10,"new","IPM",5,"MG14111","IPM",1
2006-04-11,"new","IPM",5,"MG11101","IPM",9
2006-04-11,"new","IPM",5,"MG11102","IPM",3
2006-04-11,"new","IPM",5,"MG11106","IPM",1
2006-04-11,"new","IPM",5,"MG11117","IPM",1
2006-04-12,"new","IPM",5,"MG11101","IPM",5
2006-04-12,"new","IPM",5,"MG11102","IPM",1
2006-04-12,"new","IPM",5,"MG12110","IPM",1
2006-04-13,"new","IPM",5,"MG11101","IPM",14
2006-04-13,"new","IPM",5,"MG11102","IPM",1
2006-04-13,"new","IPM",5,"MG11117","IPM",3
2006-04-14,"new","IPM",5,"MG11101","IPM",3
2006-04-14,"new","IPM",5,"MG11117","IPM",1
2006-04-15,"new","IPM",5,"MG11101","IPM",3
2006-04-15,"restart","IPM",5,"MG11102","IPM",1
2006-04-16,"new","IPM",5,"MG11101","IPM",1
2006-04-16,"new","IPM",5,"MG11103","IPM",1
2006-04-16,"new","IPM",5,"MG11117","IPM",1
2006-04-17,"new","IPM",5,"MG11101","IPM",1
2006-04-17,"new","IPM",5,"MG11117","IPM",1
2006-04-18,"new","IPM",5,"MG11101","IPM",8
2006-04-18,"new","IPM",5,"MG11102","IPM",3
2006-04-18,"new","IPM",5,"MG11103","IPM",1
2006-04-18,"new","IPM",5,"MG11117","IPM",4
2006-04-18,"restart","IPM",5,"MG11101","IPM",3
2006-04-19,"new","IPM",5,"MG11101","IPM",6
2006-04-19,"new","IPM",5,"MG11117","IPM",3
2006-04-20,"new","IPM",5,"MG11101","IPM",7
2006-04-20,"new","IPM",5,"MG11103","IPM",1
2006-04-20,"new","IPM",5,"MG11117","IPM",2
2006-04-21,"new","IPM",5,"MG11101","IPM",7
2006-04-21,"new","IPM",5,"MG11103","IPM",1
2006-04-21,"new","IPM",5,"MG11117","IPM",2
2006-04-21,"restart","IPM",5,"MG11101","IPM",3
2006-04-22,"new","IPM",5,"MG11101","IPM",4
2006-04-22,"new","IPM",5,"MG11117","IPM",1
2006-04-22,"restart","IPM",5,"MG11103","IPM",1
2006-04-23,"new","IPM",5,"MG11101","IPM",2
2006-04-23,"new","IPM",5,"MG11117","IPM",1
2006-04-23,"restart","IPM",5,"MG11101","IPM",1
2006-04-24,"new","IPM",5,"MG11101","IPM",10
2006-04-24,"new","IPM",5,"MG11102","IPM",2
2006-04-24,"new","IPM",5,"MG11103","IPM",3
2006-04-24,"new","IPM",5,"MG11117","IPM",1
2006-04-24,"restart","IPM",5,"MG11101","IPM",2
2006-04-24,"restart","IPM",5,"MG11102","IPM",1
2006-04-24,"restart","IPM",5,"MG11103","IPM",1
2006-04-25,"new","IPM",5,"MG11101","IPM",11
2006-04-25,"new","IPM",5,"MG11102","IPM",1
2006-04-25,"new","IPM",5,"MG11117","IPM",1
2006-04-26,"new","IPM",5,"MG11101","IPM",3
2006-04-26,"new","IPM",5,"MG11102","IPM",1
2006-04-26,"new","IPM",5,"MG11103","IPM",1
2006-04-26,"new","IPM",5,"MG11117","IPM",1
2006-04-27,"new","IPM",5,"MG11101","IPM",6
2006-04-27,"new","IPM",5,"MG11102","IPM",1
2006-04-27,"new","IPM",5,"MG11117","IPM",3
2006-04-27,"restart","IPM",5,"MG11101","IPM",1
2006-04-28,"new","IPM",5,"MG11101","IPM",8
2006-04-28,"new","IPM",5,"MG11117","IPM",2
2006-04-28,"restart","IPM",5,"MG11102","IPM",1
2006-04-28,"restart","IPM",5,"MG11103","IPM",1
2006-04-29,"new","IPM",5,"MG11101","IPM",3
2006-04-30,"new","IPM",5,"MG11101","IPM",7
2006-04-30,"new","IPM",5,"MG11103","IPM",2
2006-05-01,"new","IPM",5,"MG11101","IPM",7
2006-05-01,"new","IPM",5,"MG11117","IPM",1
2006-05-02,"new","IPM",5,"MG11101","IPM",9
2006-05-02,"new","IPM",5,"MG11102","IPM",2
2006-05-02,"new","IPM",5,"MG11103","IPM",2
2006-05-02,"new","IPM",5,"MG11117","IPM",2
2006-05-03,"new","IPM",5,"MG11101","IPM",5
2006-05-03,"new","IPM",5,"MG11102","IPM",1
2006-05-03,"new","IPM",5,"MG11103","IPM",3
2006-05-03,"new","IPM",5,"MG11117","IPM",2
2006-05-04,"new","IPM",5,"MG11101","IPM",4
2006-05-04,"new","IPM",5,"MG11102","IPM",3
2006-05-04,"new","IPM",5,"MG11103","IPM",2
2006-05-04,"new","IPM",5,"MG11117","IPM",1
2006-05-04,"new","IPM",5,"MG71715","IPM",1
2006-05-05,"new","IPM",5,"MG11101","IPM",6
2006-05-05,"new","IPM",5,"MG11102","IPM",2
2006-05-05,"new","IPM",5,"MG11103","IPM",1
2006-05-05,"new","IPM",5,"MG11117","IPM",1
2006-05-05,"new","IPM",5,"MG31301","IPM",1
2006-05-06,"new","IPM",5,"MG11101","IPM",3
2006-05-06,"new","IPM",5,"MG11117","IPM",1
2006-05-07,"new","IPM",5,"MG11101","IPM",4
2006-05-07,"new","IPM",5,"MG11103","IPM",1
2006-05-07,"new","IPM",5,"MG31301","IPM",1
2006-05-08,"new","IPM",5,"MG11101","IPM",10
2006-05-08,"new","IPM",5,"MG11103","IPM",2
2006-05-08,"new","IPM",5,"MG11106","IPM",1
2006-05-08,"new","IPM",5,"MG11117","IPM",5
2006-05-09,"new","IPM",5,"MG11101","IPM",7
2006-05-09,"new","IPM",5,"MG11102","IPM",1
2006-05-09,"new","IPM",5,"MG11103","IPM",3
2006-05-09,"new","IPM",5,"MG11117","IPM",2
2006-05-10,"new","IPM",5,"MG11101","IPM",8
2006-05-10,"new","IPM",5,"MG11102","IPM",3
2006-05-11,"new","IPM",5,"MG11101","IPM",3
2006-05-11,"new","IPM",5,"MG11102","IPM",1
2006-05-11,"new","IPM",5,"MG13105","IPM",1
2006-05-12,"new","IPM",5,"MG11101","IPM",3
2006-05-12,"new","IPM",5,"MG11102","IPM",2
2006-05-12,"new","IPM",5,"MG11103","IPM",2
2006-05-12,"new","IPM",5,"MG11106","IPM",1
2006-05-12,"new","IPM",5,"MG11117","IPM",2
2006-05-12,"restart","IPM",5,"MG13112","IPM",1
2006-05-13,"new","IPM",5,"MG11101","IPM",2
2006-05-14,"new","IPM",5,"MG11101","IPM",7
2006-05-14,"new","IPM",5,"MG11102","IPM",1
2006-05-14,"new","IPM",5,"MG11103","IPM",2
2006-05-14,"new","IPM",5,"MG11117","IPM",1
2006-05-15,"new","IPM",5,"MG11101","IPM",8
2006-05-15,"new","IPM",5,"MG11102","IPM",1
2006-05-15,"new","IPM",5,"MG11103","IPM",3
2006-05-15,"new","IPM",5,"MG11117","IPM",3
2006-05-15,"new","IPM",5,"MG51503","IPM",1
2006-05-16,"new","IPM",5,"MG11101","IPM",7
2006-05-16,"new","IPM",5,"MG11102","IPM",3
2006-05-16,"new","IPM",5,"MG11103","IPM",1
2006-05-16,"new","IPM",5,"MG11117","IPM",3
2006-05-16,"restart","IPM",5,"MG11103","IPM",1
2006-05-16,"restart","IPM",5,"MG11117","IPM",1
2006-05-17,"new","IPM",5,"MG11101","IPM",11
2006-05-17,"new","IPM",5,"MG11103","IPM",3
2006-05-17,"new","IPM",5,"MG11117","IPM",2
2006-05-18,"new","IPM",5,"MG11101","IPM",6
2006-05-18,"new","IPM",5,"MG11102","IPM",1
2006-05-18,"new","IPM",5,"MG11103","IPM",1
2006-05-18,"new","IPM",5,"MG11117","IPM",2
2006-05-19,"new","IPM",5,"MG11101","IPM",6
2006-05-19,"new","IPM",5,"MG11103","IPM",1
2006-05-19,"new","IPM",5,"MG11117","IPM",3
2006-05-19,"restart","IPM",5,"MG11101","IPM",1
2006-05-20,"new","IPM",5,"MG11101","IPM",2
2006-05-20,"new","IPM",5,"MG11102","IPM",1
2006-05-20,"new","IPM",5,"MG11103","IPM",1
2006-05-21,"new","IPM",5,"MG11101","IPM",3
2006-05-21,"new","IPM",5,"MG11102","IPM",1
2006-05-22,"new","IPM",5,"MG11101","IPM",12
2006-05-22,"new","IPM",5,"MG11102","IPM",2
2006-05-22,"new","IPM",5,"MG11106","IPM",1
2006-05-22,"new","IPM",5,"MG11117","IPM",2
2006-05-23,"new","IPM",5,"MG11101","IPM",5
2006-05-23,"new","IPM",5,"MG11102","IPM",1
2006-05-23,"new","IPM",5,"MG11103","IPM",2
2006-05-23,"new","IPM",5,"MG11117","IPM",2
2006-05-23,"new","IPM",5,"MG12110","IPM",1
2006-05-24,"new","IPM",5,"MG11101","IPM",4
2006-05-24,"new","IPM",5,"MG11102","IPM",1
2006-05-24,"new","IPM",5,"MG11103","IPM",4
2006-05-24,"new","IPM",5,"MG11117","IPM",1
2006-05-25,"new","IPM",5,"MG11101","IPM",2
2006-05-25,"new","IPM",5,"MG11102","IPM",1
2006-05-25,"new","IPM",5,"MG11103","IPM",1
2006-05-25,"new","IPM",5,"MG11117","IPM",4
2006-05-26,"new","IPM",5,"MG11101","IPM",9
2006-05-26,"new","IPM",5,"MG11102","IPM",2
2006-05-26,"new","IPM",5,"MG11103","IPM",2
2006-05-26,"new","IPM",5,"MG11117","IPM",2
2006-05-27,"new","IPM",5,"MG11101","IPM",4
2006-05-27,"new","IPM",5,"MG11102","IPM",1
2006-05-27,"new","IPM",5,"MG11103","IPM",1
2006-05-27,"new","IPM",5,"MG11117","IPM",2
2006-05-28,"new","IPM",5,"MG11101","IPM",2
2006-05-28,"new","IPM",5,"MG11103","IPM",1
2006-05-28,"new","IPM",5,"MG11117","IPM",1
2006-05-29,"new","IPM",5,"MG11101","IPM",10
2006-05-29,"new","IPM",5,"MG11103","IPM",3
2006-05-29,"new","IPM",5,"MG11117","IPM",2
2006-05-29,"restart","IPM",5,"MG11101","IPM",2
2006-05-30,"new","IPM",5,"MG11101","IPM",9
2006-05-30,"new","IPM",5,"MG11103","IPM",2
2006-05-30,"new","IPM",5,"MG11117","IPM",7
2006-05-30,"restart","IPM",5,"MG11101","IPM",1
2006-05-31,"new","IPM",5,"MG11101","IPM",7
2006-05-31,"new","IPM",5,"MG11103","IPM",5
2006-05-31,"new","IPM",5,"MG11117","IPM",6
2006-05-31,"restart","IPM",5,"MG12110","IPM",1
2006-06-01,"new","IPM",5,"MG11101","IPM",3
2006-06-01,"new","IPM",5,"MG11102","IPM",1
2006-06-01,"new","IPM",5,"MG11103","IPM",1
2006-06-01,"new","IPM",5,"MG11106","IPM",3
2006-06-01,"new","IPM",5,"MG11107","IPM",2
2006-06-01,"new","IPM",5,"MG11117","IPM",3
2006-06-01,"new","IPM",5,"MG13112","IPM",1
2006-06-01,"new","IPM",5,"MG41401","IPM",1
2006-06-01,"restart","IPM",5,"MG11101","IPM",1
2006-06-02,"new","IPM",5,"MG11101","IPM",7
2006-06-02,"new","IPM",5,"MG11102","IPM",2
2006-06-02,"new","IPM",5,"MG11103","IPM",3
2006-06-02,"new","IPM",5,"MG11117","IPM",1
2006-06-02,"restart","IPM",5,"MG11102","IPM",1
2006-06-03,"new","IPM",5,"MG11101","IPM",4
2006-06-03,"new","IPM",5,"MG11103","IPM",1
2006-06-04,"new","IPM",5,"MG11101","IPM",2
2006-06-05,"new","IPM",5,"MG11101","IPM",2
2006-06-05,"new","IPM",5,"MG11102","IPM",2
2006-06-05,"new","IPM",5,"MG11103","IPM",2
2006-06-06,"new","IPM",5,"MG11101","IPM",8
2006-06-06,"new","IPM",5,"MG11102","IPM",1
2006-06-06,"new","IPM",5,"MG11103","IPM",1
2006-06-06,"new","IPM",5,"MG11117","IPM",2
2006-06-06,"restart","IPM",5,"MG11103","IPM",1
2006-06-07,"new","IPM",5,"MG11101","IPM",7
2006-06-07,"new","IPM",5,"MG11103","IPM",2
2006-06-07,"new","IPM",5,"MG11117","IPM",3
2006-06-08,"new","IPM",5,"MG11101","IPM",1
2006-06-08,"new","IPM",5,"MG11117","IPM",1
2006-06-09,"new","IPM",5,"MG11101","IPM",4
2006-06-09,"new","IPM",5,"MG11102","IPM",2
2006-06-09,"new","IPM",5,"MG11117","IPM",3
2006-06-10,"new","IPM",5,"MG11101","IPM",1
2006-06-10,"new","IPM",5,"MG11102","IPM",1
2006-06-11,"new","IPM",5,"MG11101","IPM",1
2006-06-11,"new","IPM",5,"MG11102","IPM",1
2006-06-11,"new","IPM",5,"MG11117","IPM",2
2006-06-11,"restart","IPM",5,"MG11101","IPM",1
2006-06-12,"new","IPM",5,"MG11101","IPM",12
2006-06-12,"new","IPM",5,"MG11102","IPM",1
2006-06-12,"new","IPM",5,"MG11117","IPM",4
2006-06-13,"new","IPM",5,"MG11101","IPM",8
2006-06-13,"new","IPM",5,"MG11102","IPM",1
2006-06-13,"new","IPM",5,"MG11117","IPM",1
2006-06-14,"new","IPM",5,"MG11101","IPM",6
2006-06-14,"new","IPM",5,"MG11102","IPM",2
2006-06-14,"new","IPM",5,"MG11103","IPM",1
2006-06-14,"new","IPM",5,"MG11117","IPM",3
2006-06-15,"new","IPM",5,"MG11101","IPM",13
2006-06-15,"new","IPM",5,"MG11102","IPM",2
2006-06-15,"new","IPM",5,"MG11117","IPM",16
2006-06-16,"new","IPM",5,"MG11101","IPM",8
2006-06-16,"new","IPM",5,"MG11102","IPM",1
2006-06-17,"new","IPM",5,"MG11101","IPM",4
2006-06-17,"new","IPM",5,"MG11102","IPM",2
2006-06-17,"new","IPM",5,"MG11103","IPM",1
2006-06-17,"new","IPM",5,"MG11117","IPM",3
2006-06-18,"new","IPM",5,"MG11101","IPM",5
2006-06-18,"new","IPM",5,"MG11102","IPM",1
2006-06-19,"new","IPM",5,"MG11101","IPM",12
2006-06-19,"new","IPM",5,"MG11102","IPM",2
2006-06-19,"new","IPM",5,"MG11103","IPM",3
2006-06-19,"new","IPM",5,"MG11106","IPM",1
2006-06-19,"new","IPM",5,"MG11117","IPM",11
2006-06-20,"new","IPM",5,"MG11101","IPM",10
2006-06-20,"new","IPM",5,"MG11102","IPM",2
2006-06-20,"new","IPM",5,"MG11103","IPM",2
2006-06-20,"new","IPM",5,"MG11117","IPM",2
2006-06-21,"new","IPM",5,"MG11101","IPM",7
2006-06-21,"new","IPM",5,"MG11102","IPM",2
2006-06-21,"new","IPM",5,"MG11103","IPM",2
2006-06-22,"new","IPM",5,"MG11101","IPM",6
2006-06-22,"new","IPM",5,"MG11102","IPM",3
2006-06-22,"new","IPM",5,"MG11103","IPM",2
2006-06-22,"new","IPM",5,"MG11117","IPM",2
2006-06-23,"new","IPM",5,"MG11101","IPM",12
2006-06-23,"new","IPM",5,"MG11102","IPM",1
2006-06-23,"new","IPM",5,"MG11117","IPM",10
2006-06-24,"new","IPM",5,"MG11101","IPM",1
2006-06-24,"new","IPM",5,"MG11102","IPM",1
2006-06-24,"new","IPM",5,"MG11103","IPM",2
2006-06-25,"new","IPM",5,"MG11101","IPM",6
2006-06-25,"new","IPM",5,"MG13105","IPM",1
2006-06-26,"new","IPM",5,"MG11101","IPM",7
2006-06-26,"new","IPM",5,"MG11102","IPM",1
2006-06-26,"new","IPM",5,"MG11117","IPM",1
2006-06-27,"new","IPM",5,"MG11101","IPM",15
2006-06-27,"new","IPM",5,"MG11102","IPM",2
2006-06-27,"new","IPM",5,"MG11103","IPM",1
2006-06-27,"new","IPM",5,"MG11106","IPM",1
2006-06-27,"new","IPM",5,"MG11117","IPM",4
2006-06-27,"restart","IPM",5,"MG11101","IPM",2
2006-06-28,"new","IPM",5,"MG11101","IPM",7
2006-06-28,"new","IPM",5,"MG11102","IPM",2
2006-06-28,"new","IPM",5,"MG11117","IPM",2
2006-06-29,"new","IPM",5,"MG11101","IPM",4
2006-06-29,"new","IPM",5,"MG11117","IPM",2
2006-06-30,"new","IPM",5,"MG11101","IPM",7
2006-06-30,"new","IPM",5,"MG11102","IPM",1
2006-06-30,"new","IPM",5,"MG11103","IPM",1
2006-06-30,"new","IPM",5,"MG11117","IPM",3
2006-07-01,"new","IPM",5,"MG11101","IPM",5
2006-07-01,"new","IPM",5,"MG11102","IPM",1
2006-07-01,"new","IPM",5,"MG11103","IPM",2
2006-07-01,"new","IPM",5,"MG11117","IPM",1
2006-07-02,"new","IPM",5,"MG11101","IPM",4
2006-07-02,"new","IPM",5,"MG11102","IPM",2
2006-07-02,"new","IPM",5,"MG11103","IPM",1
2006-07-03,"new","IPM",5,"MG11101","IPM",9
2006-07-03,"new","IPM",5,"MG11102","IPM",1
2006-07-03,"new","IPM",5,"MG11103","IPM",4
2006-07-03,"new","IPM",5,"MG11117","IPM",1
2006-07-04,"new","IPM",5,"MG11101","IPM",11
2006-07-04,"new","IPM",5,"MG11102","IPM",1
2006-07-04,"new","IPM",5,"MG11103","IPM",2
2006-07-04,"new","IPM",5,"MG11115","IPM",1
2006-07-04,"new","IPM",5,"MG11117","IPM",4
2006-07-05,"new","IPM",5,"MG11101","IPM",8
2006-07-05,"new","IPM",5,"MG11102","IPM",1
2006-07-05,"new","IPM",5,"MG11103","IPM",3
2006-07-05,"new","IPM",5,"MG11106","IPM",1
2006-07-05,"new","IPM",5,"MG11117","IPM",3
2006-07-06,"new","IPM",5,"MG11101","IPM",4
2006-07-06,"new","IPM",5,"MG11102","IPM",3
2006-07-06,"new","IPM",5,"MG11103","IPM",2
2006-07-06,"new","IPM",5,"MG11117","IPM",2
2006-07-07,"new","IPM",5,"MG11101","IPM",5
2006-07-07,"new","IPM",5,"MG11102","IPM",3
2006-07-07,"new","IPM",5,"MG11117","IPM",2
2006-07-08,"new","IPM",5,"MG11101","IPM",5
2006-07-09,"new","IPM",5,"MG11101","IPM",4
2006-07-09,"new","IPM",5,"MG11102","IPM",2
2006-07-09,"new","IPM",5,"MG11103","IPM",2
2006-07-10,"new","IPM",5,"MG11101","IPM",18
2006-07-10,"new","IPM",5,"MG11102","IPM",3
2006-07-10,"new","IPM",5,"MG11103","IPM",5
2006-07-10,"new","IPM",5,"MG11104","IPM",1
2006-07-10,"new","IPM",5,"MG11117","IPM",4
2006-07-11,"new","IPM",5,"MG11101","IPM",7
2006-07-11,"new","IPM",5,"MG11102","IPM",1
2006-07-11,"new","IPM",5,"MG11103","IPM",1
2006-07-11,"new","IPM",5,"MG11117","IPM",3
2006-07-12,"new","IPM",5,"MG11101","IPM",7
2006-07-12,"new","IPM",5,"MG11102","IPM",1
2006-07-12,"new","IPM",5,"MG11103","IPM",1
2006-07-12,"new","IPM",5,"MG11106","IPM",1
2006-07-12,"new","IPM",5,"MG11117","IPM",2
2006-07-12,"restart","IPM",5,"MG11103","IPM",1
2006-07-13,"new","IPM",5,"MG11101","IPM",6
2006-07-13,"new","IPM",5,"MG11102","IPM",3
2006-07-13,"new","IPM",5,"MG11103","IPM",1
2006-07-13,"new","IPM",5,"MG11117","IPM",3
2006-07-13,"new","IPM",5,"MG42423","IPM",1
2006-07-14,"new","IPM",5,"MG11101","IPM",2
2006-07-14,"new","IPM",5,"MG11102","IPM",1
2006-07-14,"new","IPM",5,"MG11103","IPM",1
2006-07-14,"new","IPM",5,"MG11117","IPM",4
2006-07-15,"new","IPM",5,"MG11101","IPM",3
2006-07-15,"new","IPM",5,"MG11103","IPM",2
2006-07-15,"new","IPM",5,"MG11117","IPM",1
2006-07-15,"new","IPM",5,"MG43408","IPM",1
2006-07-16,"new","IPM",5,"MG11101","IPM",1
2006-07-16,"new","IPM",5,"MG11103","IPM",1
2006-07-16,"new","IPM",5,"MG11117","IPM",2
2006-07-17,"new","IPM",5,"MG11101","IPM",10
2006-07-17,"new","IPM",5,"MG11102","IPM",2
2006-07-17,"new","IPM",5,"MG11103","IPM",3
2006-07-17,"new","IPM",5,"MG11117","IPM",4
2006-07-17,"new","IPM",5,"MG12114","IPM",1
2006-07-17,"restart","IPM",5,"MG11101","IPM",1
2006-07-18,"new","IPM",5,"MG11101","IPM",5
2006-07-18,"new","IPM",5,"MG11102","IPM",1
2006-07-18,"new","IPM",5,"MG11117","IPM",3
2006-07-19,"new","IPM",5,"MG11101","IPM",9
2006-07-19,"new","IPM",5,"MG11102","IPM",5
2006-07-19,"new","IPM",5,"MG11103","IPM",4
2006-07-19,"new","IPM",5,"MG11117","IPM",1
2006-07-20,"new","IPM",5,"MG11101","IPM",7
2006-07-20,"new","IPM",5,"MG11102","IPM",3
2006-07-20,"new","IPM",5,"MG11103","IPM",1
2006-07-20,"new","IPM",5,"MG11117","IPM",3
2006-07-20,"new","IPM",5,"MG13105","IPM",1
2006-07-21,"new","IPM",5,"MG11101","IPM",8
2006-07-21,"new","IPM",5,"MG11102","IPM",1
2006-07-21,"new","IPM",5,"MG11103","IPM",1
2006-07-21,"new","IPM",5,"MG11117","IPM",1
2006-07-22,"new","IPM",5,"MG11101","IPM",2
2006-07-22,"new","IPM",5,"MG11102","IPM",1
2006-07-22,"new","IPM",5,"MG11103","IPM",1
2006-07-22,"new","IPM",5,"MG11117","IPM",3
2006-07-23,"new","IPM",5,"MG11101","IPM",5
2006-07-23,"new","IPM",5,"MG11103","IPM",1
2006-07-23,"new","IPM",5,"MG11117","IPM",1
2006-07-24,"new","IPM",5,"MG11101","IPM",9
2006-07-24,"new","IPM",5,"MG11102","IPM",2
2006-07-24,"new","IPM",5,"MG11103","IPM",4
2006-07-24,"new","IPM",5,"MG11117","IPM",5
2006-07-24,"restart","IPM",5,"MG11101","IPM",1
2006-07-25,"new","IPM",5,"MG11101","IPM",5
2006-07-25,"new","IPM",5,"MG11102","IPM",6
2006-07-25,"new","IPM",5,"MG11103","IPM",1
2006-07-25,"new","IPM",5,"MG11117","IPM",4
2006-07-26,"new","IPM",5,"MG11101","IPM",5
2006-07-26,"new","IPM",5,"MG11102","IPM",1
2006-07-26,"new","IPM",5,"MG11104","IPM",1
2006-07-26,"new","IPM",5,"MG11117","IPM",2
2006-07-27,"new","IPM",5,"MG11101","IPM",7
2006-07-27,"new","IPM",5,"MG11103","IPM",1
2006-07-27,"new","IPM",5,"MG11117","IPM",2
2006-07-27,"new","IPM",5,"MG12116","IPM",1
2006-07-28,"new","IPM",5,"MG11101","IPM",6
2006-07-28,"new","IPM",5,"MG11102","IPM",3
2006-07-28,"new","IPM",5,"MG11103","IPM",1
2006-07-29,"new","IPM",5,"MG11101","IPM",3
2006-07-29,"new","IPM",5,"MG11117","IPM",1
2006-07-30,"new","IPM",5,"MG11101","IPM",3
2006-07-30,"new","IPM",5,"MG11117","IPM",1
2006-07-30,"restart","IPM",5,"MG11101","IPM",1
2006-07-31,"new","IPM",5,"MG11101","IPM",14
2006-07-31,"new","IPM",5,"MG11102","IPM",1
2006-07-31,"new","IPM",5,"MG11103","IPM",1
2006-07-31,"new","IPM",5,"MG11117","IPM",6
2006-07-31,"new","IPM",5,"MG33317","IPM",1
2006-08-01,"new","IPM",5,"MG11101","IPM",5
2006-08-01,"new","IPM",5,"MG11102","IPM",1
2006-08-02,"new","IPM",5,"MG11101","IPM",5
2006-08-02,"new","IPM",5,"MG11102","IPM",2
2006-08-02,"new","IPM",5,"MG11103","IPM",1
2006-08-02,"new","IPM",5,"MG11117","IPM",4
2006-08-03,"new","IPM",5,"MG11101","IPM",8
2006-08-03,"new","IPM",5,"MG11102","IPM",2
2006-08-03,"new","IPM",5,"MG11103","IPM",1
2006-08-03,"new","IPM",5,"MG11117","IPM",4
2006-08-04,"new","IPM",5,"MG11101","IPM",4
2006-08-04,"new","IPM",5,"MG11102","IPM",1
2006-08-04,"new","IPM",5,"MG11103","IPM",1
2006-08-04,"new","IPM",5,"MG11117","IPM",3
2006-08-04,"new","IPM",5,"MG42423","IPM",1
2006-08-05,"new","IPM",5,"MG11101","IPM",3
2006-08-05,"new","IPM",5,"MG11102","IPM",1
2006-08-06,"new","IPM",5,"MG11101","IPM",2
2006-08-06,"new","IPM",5,"MG11103","IPM",1
