ran,timestamp,path,R.version,platform,running,data.table,gdistance,Matrix,igraph,rgdal,raster,sp,malariaAtlas,ggplot2,lubridate,dplyr,doParallel,iterators,foreach,rgeos,wpgpDownloadR,RCurl,bitops,forcats,stringr,purrr,readr,tidyr,tibble,tidyverse,glue,triangle,doRNG,rngtools,pkgmaker,registry,magrittr,cowplot,patchwork,lme4,stringdist,beepr,rjags,coda,microbenchmark,rasterVis,latticeExtra,RColorBrewer,lattice,doMPI,Rmpi,rmapshaper,here,knitr,ggmcmc,ggforce,ggridges,jobtime,geosphere,ggsn,jobtime_mins,max_mem_mb,plotly,sf,fasterize
##------ Fri Aug 21 15:58:46 2020 ------##,20200821_155846,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.175559782981873,438.7,"",0.9-5,""
##------ Fri Aug 21 15:59:47 2020 ------##,20200821_155947,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.181717133522034,438.7,"",0.9-5,""
##------ Fri Aug 21 16:00:10 2020 ------##,20200821_160010,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.181974784533183,438.7,"",0.9-5,""
##------ Fri Aug 21 16:01:10 2020 ------##,20200821_160110,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.210743284225464,438.7,"",0.9-5,""
##------ Fri Aug 21 16:01:56 2020 ------##,20200821_160156,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.177501300970713,438.7,"",0.9-5,""
##------ Fri Aug 21 16:02:24 2020 ------##,20200821_160224,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.175571751594543,438.7,"",0.9-5,""
##------ Fri Aug 21 16:03:03 2020 ------##,20200821_160303,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.176997864246368,438.7,"",0.9-5,""
##------ Fri Aug 21 16:03:30 2020 ------##,20200821_160330,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.181647217273712,438.7,"",0.9-5,""
##------ Fri Aug 21 16:03:53 2020 ------##,20200821_160353,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.18226470152537,438.7,"",0.9-5,""
##------ Fri Aug 21 16:04:17 2020 ------##,20200821_160417,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.181058784325918,438.7,"",0.9-5,""
##------ Fri Aug 21 16:05:47 2020 ------##,20200821_160547,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.17781621615092,438.7,"",0.9-5,""
##------ Fri Aug 21 16:06:23 2020 ------##,20200821_160623,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.177599167823792,438.7,"",0.9-5,""
##------ Fri Aug 21 16:07:53 2020 ------##,20200821_160753,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.173236000537872,438.7,"",0.9-5,""
##------ Fri Aug 21 16:08:33 2020 ------##,20200821_160833,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.177745803197225,438.7,"",0.9-5,""
##------ Fri Aug 21 16:09:30 2020 ------##,20200821_160930,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.173441731929779,438.7,"",0.9-5,""
##------ Fri Aug 21 16:16:12 2020 ------##,20200821_161612,R/figures/SM1_basetimes.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","",3.3-13,1.4-2,"",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,0.5.2,,"",0.5.0,0.614860999584198,1103.3,"",0.9-5,""
##------ Fri Aug 21 16:17:20 2020 ------##,20200821_161720,R/figures/SM1_basetimes.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","",3.3-13,1.4-2,"",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,0.5.2,,"",0.5.0,1.76011379957199,1210.7,"",0.9-5,""
##------ Fri Aug 21 16:28:31 2020 ------##,20200821_162831,R/SM5_shifts.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,1.3-6,1.2-18,1.2.5,"",3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","",1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"","","",0.48,0.6-29,"",0.20-41,"","","",,,,"",0.5.2,,"","",3.83997141520182,4849.1,"",0.9-5,""
##------ Fri Aug 21 16:32:15 2020 ------##,20200821_163215,R/SM5_shifts.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,1.3-6,1.2-18,1.2.5,"",3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","",1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"","","",0.48,0.6-29,"",0.20-41,"","","",,,,"",0.5.2,,"","",2.92212123076121,4888.7,"",0.9-5,""
##------ Fri Aug 21 17:07:56 2020 ------##,20200821_170756,R/SM5_shifts.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,1.3-6,1.2-18,1.2.5,"",3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","",1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"","","",0.48,0.6-29,"",0.20-41,"","","",,,,"",0.5.2,,"","",3.09273246924082,4847.2,"",0.9-5,""
##------ Fri Aug 21 17:29:41 2020 ------##,20200821_172941,R/SM5_shifts.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,1.3-6,1.2-18,1.2.5,"",3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","",1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"","","",0.48,0.6-29,"",0.20-41,"","","",,,,"",0.5.2,,"","",3.41664175192515,5034.6,"",0.9-5,""
##------ Fri Aug 21 17:46:07 2020 ------##,20200821_174607,R/SM5_shifts.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,1.3-6,1.2-18,1.2.5,"",3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","",1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"","","",0.48,0.6-29,"",0.20-41,"","","",,,,"",0.5.2,,"","",4.14417853355408,5034.8,"",0.9-5,""
##------ Fri Aug 21 18:59:29 2020 ------##,20200821_185929,R/figures/M6_burden.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",1.46544705231984,1125.4,"",0.9-5,""
##------ Fri Aug 21 19:01:47 2020 ------##,20200821_190147,R/figures/M6_burden.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",3.77046985228856,1175.6,"",0.9-5,""
##------ Sun Aug 23 09:37:45 2020 ------##,20200823_093745,R/01_gis/04_run_baseline.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,1.3-6,1.2-18,1.2.5,"",3.3-13,1.4-2,"","",1.7.9,1.0.0,1.0.15,1.0.12,1.5.0,"","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","",0.4.4,,,,"","",,"","",5.98460488319397,2297.6,"",0.9-5,1.0.3
##------ Thu Aug 27 13:30:38 2020 ------##,20200827_133038,R/01_gis/02_pop_to_pix.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","",3.3-13,1.4-2,"","","","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,16644.6,"","",""
##------ Thu Aug 27 13:38:54 2020 ------##,20200827_133854,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.0882085998853048,94.3,4.9.2.1,"",""
##------ Thu Aug 27 13:39:33 2020 ------##,20200827_133933,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.0663408676783244,94.3,4.9.2.1,"",""
##------ Thu Aug 27 13:39:51 2020 ------##,20200827_133951,R/figures/M3_bitemaps.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,"",,"",0.5.0,0.275413131713867,296.3,"",0.9-5,""
##------ Thu Aug 27 13:39:55 2020 ------##,20200827_133955,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0608336329460144,149,"",0.9-5,""
##------ Thu Aug 27 13:40:29 2020 ------##,20200827_134029,R/figures/M6_burden.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.525583831469218,1122.8,"",0.9-5,""
##------ Thu Aug 27 13:40:34 2020 ------##,20200827_134034,R/figures/M7_incremental.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0775943676630656,153.6,"","",""
##------ Thu Aug 27 13:47:19 2020 ------##,20200827_134719,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.0742708166440328,94.3,4.9.2.1,"",""
##------ Thu Aug 27 13:49:09 2020 ------##,20200827_134909,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.0679577509562175,94.3,4.9.2.1,"",""
##------ Thu Aug 27 13:50:12 2020 ------##,20200827_135012,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.0691169857978821,94.3,4.9.2.1,"",""
##------ Thu Aug 27 13:52:16 2020 ------##,20200827_135216,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.0658895333607992,94.3,4.9.2.1,"",""
##------ Thu Aug 27 13:54:54 2020 ------##,20200827_135454,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.0669971863428752,94.3,4.9.2.1,"",""
##------ Thu Aug 27 13:56:11 2020 ------##,20200827_135611,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.0670025149981181,94.3,4.9.2.1,"",""
##------ Thu Aug 27 13:56:48 2020 ------##,20200827_135648,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.0669667998949687,94.3,4.9.2.1,"",""
##------ Thu Aug 27 13:57:54 2020 ------##,20200827_135754,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.0681212504704793,94.3,4.9.2.1,"",""
##------ Thu Aug 27 13:58:22 2020 ------##,20200827_135822,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.0661198496818543,94.3,4.9.2.1,"",""
##------ Thu Aug 27 14:02:18 2020 ------##,20200827_140218,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.068606448173523,94.3,4.9.2.1,"",""
##------ Thu Aug 27 14:06:00 2020 ------##,20200827_140600,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0568576653798421,149,"",0.9-5,""
##------ Thu Aug 27 14:06:11 2020 ------##,20200827_140611,R/M5_modpreds.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"",1.0.12,1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"",0.19-3,"",,"","","","","","",,,,"","",,"","",0.183038234710693,1241.6,"","",""
##------ Thu Aug 27 14:06:29 2020 ------##,20200827_140629,R/figures/M7_incremental.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0745596488316854,153.6,"","",""
##------ Thu Aug 27 14:06:44 2020 ------##,20200827_140644,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0722816308339437,149,"",0.9-5,""
##------ Thu Aug 27 14:07:01 2020 ------##,20200827_140701,R/M5_modpreds.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"",1.0.12,1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"",0.19-3,"",,"","","","","","",,,,"","",,"","",0.279480417569478,1241.6,"","",""
##------ Thu Aug 27 14:07:14 2020 ------##,20200827_140714,R/figures/M7_incremental.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.125333750247955,153.6,"","",""
##------ Thu Aug 27 14:07:14 2020 ------##,20200827_140714,R/figures/M7_incremental.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.125469315052032,153.6,"","",""
##------ Thu Aug 27 14:07:22 2020 ------##,20200827_140722,R/figures/SM4_exprange.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,"","","",,"","","",,"","","","","","",,,,"","",,"","",0.0563185493151347,117.5,"","",""
##------ Thu Aug 27 14:07:52 2020 ------##,20200827_140752,R/figures/SM1_basetimes.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","",3.3-13,1.4-2,"",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,0.5.2,,"","",0.621397050221761,940.2,"",0.9-5,""
##------ Thu Aug 27 14:08:04 2020 ------##,20200827_140804,R/figures/SM4_exprange.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,"","","",,"","","",,"","","","","","",,,,"","",,"","",0.0462565183639526,117.5,"","",""
##------ Thu Aug 27 14:08:43 2020 ------##,20200827_140843,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0956359028816223,149,"",0.9-5,""
##------ Thu Aug 27 14:09:02 2020 ------##,20200827_140902,R/M5_modpreds.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"",1.0.12,1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"",0.19-3,"",,"","","","","","",,,,"","",,"","",0.304221367835999,1241.6,"","",""
##------ Thu Aug 27 14:09:56 2020 ------##,20200827_140956,R/figures/M6_burden.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.890346248944601,1122.8,"",0.9-5,""
