"district","distcode","commune","commcode","clinic_id","long","lat"
"Mahanoro","MG31308","Mahanoro","MG31308011",854,48.8061,-19.8946
"Marolambo","MG31309","Ambalapaiso II","MG31309071",855,47.8886,-20.0223
"Marolambo","MG31309","Ambatofisaka II","MG31309110",856,47.9041,-20.0671
"Marolambo","MG31309","Ambohimilanja","MG31309090",857,47.9418,-19.8429
"Marolambo","MG31309","Ambodinonoka","MG31309191",858,47.8096,-20.3597
"Marolambo","MG31309","Ambodivoangy","MG31309072",859,47.8613,-20.0177
"Marolambo","MG31309","Ambohimilanja","MG31309090",860,47.9795,-19.9344
"Marolambo","MG31309","Andonabe Sud","MG31309050",861,48.1971,-19.9228
"Marolambo","MG31309","Androrangavola","MG31309131",862,47.92,-20.1595
"Marolambo","MG31309","Anosiarivo I","MG31309132",863,47.902,-20.2041
"Maevatanana","MG43404","Maevatanana II","MG43404031",864,47.1326,-17.0455
"Marolambo","MG31309","Betampona","MG31309031",865,48.0674,-20.2078
"Mananjary","MG23209","Vohilava","MG23209230",866,48.0077,-21.0778
"Mananjary","MG23209","Mananjary","MG23209010",867,48.334,-21.233
"Mananjary","MG23209","Mananjary","MG23209010",868,48.3458,-21.2374
"Vangaindrano","MG25214","Bevata","MG25214251",869,47.2766,-23.309
"Vangaindrano","MG25214","Fenoambany","MG25214290",870,47.5491,-23.8267
"Vangaindrano","MG25214","Iara","MG25214230",871,47.4423,-23.0813
"Vangaindrano","MG25214","Isahara","MG25214311",872,47.3559,-23.7214
"Vangaindrano","MG25214","Sandravinany","MG25214332",873,47.4406,-24.0393
"Vangaindrano","MG25214","Karimbary","MG25214252",874,47.2533,-23.2261
"Vangaindrano","MG25214","Lohafary","MG25214131",875,47.4756,-23.2638
"Vangaindrano","MG25214","Lopary","MG25214091",876,47.6708,-23.2011
"Vangaindrano","MG25214","Manambondro","MG25214270",877,47.5447,-23.8006
"Vangaindrano","MG25214","Marokibo","MG25214172",878,47.5504,-23.6814
"Vangaindrano","MG25214","Masianaka","MG25214152",879,47.5943,-23.5956
"Vangaindrano","MG25214","Matanga","MG25214151",880,47.5523,-23.5231
"Vangaindrano","MG25214","Ranomena","MG25214190",881,47.2672,-23.4245
"Vangaindrano","MG25214","Soamanova","MG25214070",882,47.602,-23.2972
"Vangaindrano","MG25214","Tsianofana","MG25214032",883,47.5444,-23.3801
"Vangaindrano","MG25214","Tsiately","MG25214050",884,47.7025,-23.3172
"Vangaindrano","MG25214","Isahara","MG25214311",885,47.3359,-23.6575
"Vangaindrano","MG25214","Vohipaho","MG25214171",886,47.413,-23.6274
"Vangaindrano","MG25214","Vohipaho","MG25214171",887,47.5085,-23.5462
"Vangaindrano","MG25214","Vohitrambo","MG25214111",888,47.5283,-23.2687
"Vondrozo","MG25217","Ambohimana","MG25217090",889,47.3114,-22.5875
"Vondrozo","MG25217","Anandravy","MG25217013",890,47.3789,-22.9154
"Vondrozo","MG25217","Andakana","MG25217170",891,47.4575,-22.5265
"Vondrozo","MG25217","Antokonala","MG25217072",892,47.3984,-23.0044
"Vondrozo","MG25217","Iamonta","MG25217052",893,47.4175,-22.7239
"Vondrozo","MG25217","Ivato","MG25217130",894,47.2766,-22.4341
"Vondrozo","MG25217","Karianga","MG25217111",895,47.3724,-22.4275
"Vondrozo","MG25217","Mahatsinjo","MG25217030",896,47.4535,-22.8185
"Vondrozo","MG25217","Mahatsinjo","MG25217030",897,47.4491,-22.7336
"Vondrozo","MG25217","Mahavelo","MG25217150",898,47.3729,-22.3713
"Vondrozo","MG25217","Ambohimana","MG25217090",899,47.306,-22.6164
"Vondrozo","MG25217","Manambidala","MG25217012",900,47.2711,-22.733
"Vondrozo","MG25217","Manato","MG25217112",901,47.4878,-22.4112
"Vondrozo","MG25217","Moroteza","MG25217191",902,47.193,-22.2881
"Vondrozo","MG25217","Vohiboreka","MG25217192",903,47.2919,-22.3269
"Vondrozo","MG25217","Vohimary","MG25217071",904,47.283,-22.9769
"Vondrozo","MG25217","Vondrozo","MG25217011",905,47.3219,-22.8211
"Ihosy","MG24216","Ambatolahy","MG24216131",906,45.838,-22.487
"Ihosy","MG24216","Ambia","MG24216032",907,46.1912,-22.3678
"Ihosy","MG24216","Analaliry","MG24216090",908,46.2291,-22.6136
"Ihosy","MG24216","Analavoka","MG24216210",909,46.4881,-22.544
"Ihosy","MG24216","Andiolava","MG24216192",910,45.6238,-22.5025
"Ihosy","MG24216","Ankily","MG24216031",911,46.0995,-22.3862
"Ihosy","MG24216","Ihosy","MG24216010",912,46.1378,-22.4044
"Ihosy","MG24216","Ilakaka","MG24216232",913,45.3472,-22.7681
"Ihosy","MG24216","Menamaty Iloto","MG24216250",914,45.3823,-21.9624
"Ihosy","MG24216","Irina","MG24216050",915,46.102,-22.4287
"Ihosy","MG24216","Mahasoa","MG24216110",916,46.0944,-22.1966
"Ihosy","MG24216","Ranohira","MG24216231",917,45.4129,-22.5579
"Ihosy","MG24216","Ranohira","MG24216231",918,45.2236,-22.695
"Ihosy","MG24216","Sahambano","MG24216070",919,46.2812,-22.4884
"Ihosy","MG24216","Sakalalina","MG24216170",920,46.4817,-22.3405
"Ihosy","MG24216","Satrokala","MG24216191",921,45.7094,-22.3331
"Ihosy","MG24216","Soamatasy","MG24216132",922,46.002,-22.668
"Ihosy","MG24216","Zazafotsy","MG24216151",923,46.363,-22.2092
"Iakora","MG24221","Begogo","MG24221050",924,46.7064,-23.4915
"Iakora","MG24221","Iakora","MG24221010",925,46.6601,-23.1005
"Iakora","MG24221","Ranotsara Nord","MG24221030",926,46.5977,-22.804
"Ivohibe","MG24218","Antambohobe","MG24218030",927,46.7749,-22.311
"Ivohibe","MG24218","Ivohibe","MG24218010",928,46.8847,-22.4835
"Ivohibe","MG24218","Ivongo","MG24218070",929,47.0468,-22.4795
"Ivohibe","MG24218","Maropaika","MG24218050",930,46.9753,-22.7083
"Manakara Atsimo","MG23210","Ambahatrazo","MG23210153",931,47.8989,-21.8584
"Manakara Atsimo","MG23210","Ambahive","MG23210231",932,47.7409,-22.1906
"Manakara Atsimo","MG23210","Ambalaroka","MG23210233",933,47.7304,-22.1518
"Manakara Atsimo","MG23210","Ambalavero","MG23210410",934,47.804,-21.8117
"Manakara Atsimo","MG23210","Ambandrika","MG23210232",935,47.7245,-22.2167
"Manakara Atsimo","MG23210","Ambila","MG23210070",936,47.9657,-22.0025
"Manakara Atsimo","MG23210","Amboanjo","MG23210171",937,47.8573,-22.0067
"Manakara Atsimo","MG23210","Amborondra","MG23210430",938,47.7768,-21.9151
"Manakara Atsimo","MG23210","Ambotaka","MG23210312",939,48.0459,-21.7526
"Manakara Atsimo","MG23210","Ampasimboraka","MG23210532",940,47.6363,-21.67
"Manakara Atsimo","MG23210","Ampasimpotsy Sud","MG23210490",941,47.7561,-21.9413
"Manakara Atsimo","MG23210","Analavory","MG23210272",942,47.9598,-21.7151
"Manakara Atsimo","MG23210","Anorombato","MG23210172",943,47.7909,-22.0188
"Manakara Atsimo","MG23210","Anosiala","MG23210052",944,48.0008,-22.0424
"Manakara Atsimo","MG23210","Anteza","MG23210510",945,47.8712,-21.669
"Manakara Atsimo","MG23210","Bekatra","MG23210291",946,47.7199,-22.1104
"Manakara Atsimo","MG23210","Fenomby","MG23210390",947,47.774,-21.7677
"Manakara Atsimo","MG23210","Vatana","MG23210212",948,47.7458,-22.2343
"Manakara Atsimo","MG23210","Kianjanomby","MG23210472",949,47.8055,-21.7369
"Manakara Atsimo","MG23210","Lokomby","MG23210211",950,47.7466,-22.1841
"Manakara Atsimo","MG23210","Mahabako","MG23210451",951,47.7164,-21.7532
"Manakara Atsimo","MG23210","Mahamaibe","MG23210471",952,47.891,-21.735
"Manakara Atsimo","MG23210","Manakara","MG23210010",953,48.0124,-22.1359
"Manakara Atsimo","MG23210","Mangatsiotra","MG23210032",954,47.9237,-22.1948
"Manakara Atsimo","MG23210","Marofarihy","MG23210051",955,47.9632,-22.0299
"Manakara Atsimo","MG23210","Mavorano","MG23210330",956,47.9415,-21.7796
"Manakara Atsimo","MG23210","Mitanty","MG23210271",957,47.9994,-21.7287
"Manakara Atsimo","MG23210","Mizilo Gara","MG23210110",958,47.9194,-21.9269
"Manakara Atsimo","MG23210","Nihaonana","MG23210313",959,47.9944,-21.7425
"Manakara Atsimo","MG23210","Onilahy","MG23210452",960,47.6292,-21.7073
"Manakara Atsimo","MG23210","Sahanambohitra","MG23210152",961,47.8019,-21.8671
"Manakara Atsimo","MG23210","Saharefo","MG23210531",962,47.6875,-21.6716
"Manakara Atsimo","MG23210","Sahasinaka","MG23210151",963,47.8332,-21.8103
"Manakara Atsimo","MG23210","Sakoana","MG23210213",964,47.8131,-22.2079
"Manakara Atsimo","MG23210","Sorombo","MG23210090",965,47.8643,-22.1436
"Manakara Atsimo","MG23210","Tataho","MG23210031",966,47.9734,-22.137
"Manakara Atsimo","MG23210","Vinanitelo","MG23210292",967,47.7381,-22.0157
"Manakara Atsimo","MG23210","Vohilava","MG23210370",968,47.8798,-21.7842
"Manakara Atsimo","MG23210","Vohimanitra","MG23210250",969,47.6967,-21.704
"Manakara Atsimo","MG23210","Vohimasina Nord","MG23210351",970,48.1136,-21.7728
"Manakara Atsimo","MG23210","Vohimasina Sud","MG23210352",971,48.1246,-21.7991
"Manakara Atsimo","MG23210","Vohimasy","MG23210190",972,47.7938,-22.1054
"Ifanadiana","MG23206","Ambohimanga Du Sud","MG23206130",973,47.593,-20.8771
"Ifanadiana","MG23206","Ambohimiera","MG23206090",974,47.5099,-21.0534
"Ifanadiana","MG23206","Analampasina","MG23206150",975,47.5444,-20.8374
"Ifanadiana","MG23206","Androrangavola","MG23206071",976,47.7178,-21.5029
"Ifanadiana","MG23206","Antaretra","MG23206012",977,47.778,-21.3559
"Ifanadiana","MG23206","Antsindra","MG23206110",978,47.7319,-20.9879
"Ifanadiana","MG23206","Fasintsara","MG23206170",979,47.6922,-20.7176
"Ifanadiana","MG23206","Ifanadiana","MG23206011",980,47.6375,-21.3016
"Ifanadiana","MG23206","Kelilalina","MG23206052",981,47.5537,-21.2875
"Ifanadiana","MG23206","Maroharatra","MG23206190",982,47.7691,-20.7326
"Ifanadiana","MG23206","Marotoko","MG23206072",983,47.7613,-21.5947
"Ifanadiana","MG23206","Ranomafana","MG23206051",984,47.4552,-21.2582
"Ifanadiana","MG23206","Tsaratanana","MG23206030",985,47.6374,-21.1773
"Maevatanana","MG43404","Ambalanjanakomby","MG43404131",986,47.0051,-16.7572
"Ikongo","MG23211","Ambatofotsy","MG23211031",987,47.4907,-21.7567
"Ikongo","MG23211","Ambinanitromby","MG23211052",988,47.5229,-21.6758
"Ikongo","MG23211","Ambohimisafy","MG23211092",989,47.5363,-21.4805
"Ikongo","MG23211","Ambolomadinika","MG23211012",990,47.42,-21.9234
"Ikongo","MG23211","Ankarimbelo","MG23211111",991,47.3293,-22.1337
"Ikongo","MG23211","Belemoka","MG23211032",992,47.602,-21.8249
"Ikongo","MG23211","Ifanirea","MG23211071",993,47.4767,-22.1906
"Ikongo","MG23211","Kalafotsy","MG23211113",994,47.3151,-22.2913
"Ikongo","MG23211","Manampatrana","MG23211051",995,47.582,-21.665
"Ikongo","MG23211","Maromiandra","MG23211033",996,47.5211,-21.706
"Ikongo","MG23211","Sahalanona","MG23211073",997,47.6202,-22.0556
"Ikongo","MG23211","Tanakambana","MG23211072",998,47.4782,-22.0729
"Ikongo","MG23211","Tolongoina","MG23211091",999,47.5195,-21.5614
"Ikongo","MG23211","Antodinga","MG23211112",1000,47.415,-22.1495
"Mananjary","MG23209","Ambalahosy Nord","MG23209370",1001,47.8782,-21.2982
"Mananjary","MG23209","Ambodinonoka","MG23209391",1002,47.8921,-20.979
"Mananjary","MG23209","Ambohimiarina II","MG23209190",1003,48.0114,-21.374
"Mananjary","MG23209","Ambohinihaonana","MG23209310",1004,47.9104,-21.1964
"Mananjary","MG23209","Ambohitsara Est","MG23209252",1005,48.4619,-20.8674
"Mananjary","MG23209","Andonabe","MG23209290",1006,47.9539,-21.4611
"Mananjary","MG23209","Andranambolava","MG23209210",1007,48.2751,-20.9061
"Mananjary","MG23209","Andranomavo","MG23209332",1008,48.2023,-20.9305
"Mananjary","MG23209","Ankatafana","MG23209032",1009,48.2797,-21.4151
"Mananjary","MG23209","Anosimparihy","MG23209450",1010,47.9933,-21.5052
"Mananjary","MG23209","Antsenavolo","MG23209150",1011,48.0495,-21.392
"Mananjary","MG23209","Kianjavato","MG23209410",1012,47.8659,-21.3808
"Mananjary","MG23209","Mahatsara Sud","MG23209050",1013,48.2933,-21.1389
"Mananjary","MG23209","Mahavoky Nord","MG23209270",1014,48.3013,-20.8468
"Mananjary","MG23209","Mahela","MG23209251",1015,48.4398,-20.9683
"Mananjary","MG23209","Manakana Nord","MG23209470",1016,47.8488,-21.3249
"Mananjary","MG23209","Mananjary","MG23209010",1017,48.3474,-21.2343
"Mananjary","MG23209","Marofototra","MG23209331",1018,48.1542,-20.8529
"Mananjary","MG23209","Marokarima","MG23209110",1019,48.1395,-21.2216
"Mananjary","MG23209","Marosangy","MG23209170",1020,48.2851,-21.0063
"Mananjary","MG23209","Morafeno","MG23209130",1021,48.1803,-21.0975
"Mananjary","MG23209","Namorona","MG23209490",1022,48.1838,-21.6389
"Mananjary","MG23209","Sandrohy","MG23209430",1023,47.8952,-21.5988
"Mananjary","MG23209","Tsaravary","MG23209031",1024,48.3005,-21.2465
"Mananjary","MG23209","Tsiatosika","MG23209070",1025,48.2264,-21.185
"Mananjary","MG23209","Vatohandrina","MG23209350",1026,47.8425,-21.5534
"Port-Berge (Boriziny-Vaovao)","MG42409","Ambodisakoana","MG42409112",1027,47.9692,-15.3926
"Port-Berge (Boriziny-Vaovao)","MG42409","Ambodivongo","MG42409172",1028,48.2197,-15.6593
"Port-Berge (Boriziny-Vaovao)","MG42409","Amparihy","MG42409092",1029,47.7171,-15.7516
"Port-Berge (Boriziny-Vaovao)","MG42409","Andranomeva","MG42409091",1030,47.7637,-15.7955
"Port-Berge (Boriziny-Vaovao)","MG42409","Leanja","MG42409111",1031,47.9151,-15.5431
"Port-Berge (Boriziny-Vaovao)","MG42409","Maevaranohely","MG42409132",1032,47.1898,-15.8843
"Port-Berge (Boriziny-Vaovao)","MG42409","Marovato","MG42409150",1033,48.0767,-15.793
"Port-Berge (Boriziny-Vaovao)","MG42409","Port Berge","MG42409010",1034,47.6259,-15.5646
"Port-Berge (Boriziny-Vaovao)","MG42409","Tsarahasina","MG42409050",1035,47.5697,-15.7599
"Port-Berge (Boriziny-Vaovao)","MG42409","Tsaratanana I","MG42409032",1036,47.8495,-15.6414
"Port-Berge (Boriziny-Vaovao)","MG42409","Tsiningia","MG42409070",1037,47.4591,-15.4813
"Port-Berge (Boriziny-Vaovao)","MG42409","Tsinjomitondraka","MG42409131",1038,47.1199,-15.66
"Mampikony","MG42423","Ambodihazoambo","MG42423112",1039,47.9161,-16.047
"Mampikony","MG42423","Ambohitoaka","MG42423051",1040,47.6538,-16.0066
"Mampikony","MG42423","Ampasimatera","MG42423111",1041,47.7362,-15.9378
"Mampikony","MG42423","Bekoratsaka","MG42423071",1042,47.4921,-16.1092
"Mampikony","MG42423","Betaramahamay","MG42423073",1043,47.4826,-15.9498
"Mampikony","MG42423","Komajia","MG42423090",1044,47.7913,-16.1992
"Mampikony","MG42423","Malakialina","MG42423072",1045,47.4202,-16.2786
"Mampikony","MG42423","Mampikony I","MG42423010",1046,47.6469,-16.0933
"Mampikony","MG42423","Mampikony II","MG42423030",1047,47.5431,-16.284
"Toamasina I","MG31301","Ankirihiry","MG31301005",1048,49.4028,-18.1299
"Toamasina I","MG31301","Ankirihiry","MG31301005",1049,49.3942,-18.1419
"Toamasina I","MG31301","Ambodimanga","MG31301001",1050,49.4083,-18.1537
"Toamasina I","MG31301","Anjoma","MG31301002",1051,49.3927,-18.1735
"Toamasina I","MG31301","Tanambao V","MG31301004",1052,49.3995,-18.146
"Toamasina II","MG31310","Ambodilazana","MG31310150",1053,49.1791,-18.1286
"Nosy-Varika","MG23207","Ambahy","MG23207031",1054,48.4793,-20.7754
"Nosy-Varika","MG23207","Ambakobe","MG23207113",1055,48.0875,-20.6877
"Nosy-Varika","MG23207","Ambodiara","MG23207192",1056,48.0334,-20.6262
"Nosy-Varika","MG23207","Ambodilafa","MG23207151",1057,48.1804,-20.5067
"Nosy-Varika","MG23207","Ambodirian'i Sahafary","MG23207052",1058,48.4263,-20.5014
"Nosy-Varika","MG23207","Ampasinambo","MG23207171",1059,47.9933,-20.5252
"Nosy-Varika","MG23207","Andara","MG23207032",1060,48.4313,-20.8425
"Nosy-Varika","MG23207","Androrangavola","MG23207152",1061,48.2392,-20.5285
"Nosy-Varika","MG23207","Angodongodona","MG23207173",1062,47.8348,-20.57
"Nosy-Varika","MG23207","Antanambao","MG23207172",1063,47.8794,-20.5511
"Nosy-Varika","MG23207","Befody","MG23207191",1064,47.937,-20.7789
"Nosy-Varika","MG23207","Fiadanana","MG23207051",1065,48.3808,-20.4396
"Nosy-Varika","MG23207","Nosy Varika","MG23207010",1066,48.5352,-20.5879
"Nosy-Varika","MG23207","Sahavato","MG23207070",1067,48.3279,-20.5977
"Nosy-Varika","MG23207","Soavina","MG23207130",1068,48.2889,-20.3873
"Nosy-Varika","MG23207","Vohidroa","MG23207112",1069,48.2075,-20.695
"Nosy-Varika","MG23207","Ambahy","MG23207031",1070,48.452,-20.7397
"Nosy-Varika","MG23207","Vohitrandriana","MG23207111",1071,48.2681,-20.7611
"Vohipeno","MG23212","Andemaka","MG23212190",1072,47.7515,-22.2792
"Vohipeno","MG23212","Ankarimbary","MG23212090",1073,47.8044,-22.3002
"Vohipeno","MG23212","Anoloka","MG23212053",1074,47.893,-22.3378
"Vohipeno","MG23212","Mahabo","MG23212070",1075,47.7824,-22.3534
"Vohipeno","MG23212","Ilakatra","MG23212230",1076,47.6716,-22.3469
"Vohipeno","MG23212","Ivato","MG23212051",1077,47.8681,-22.3865
"Vohipeno","MG23212","Lanivo","MG23212110",1078,47.8138,-22.2951
"Vohipeno","MG23212","Mahabo","MG23212070",1079,47.8007,-22.3244
"Vohipeno","MG23212","Mahasoabe","MG23212150",1080,47.7688,-22.2843
"Vohipeno","MG23212","Mahazoarivo","MG23212270",1081,47.5587,-22.3383
"Vohipeno","MG23212","Nato","MG23212130",1082,47.8446,-22.3003
"Vohipeno","MG23212","Onjatsy","MG23212171",1083,47.8976,-22.4064
"Vohipeno","MG23212","Sahalava","MG23212250",1084,47.6468,-22.2675
"Vohipeno","MG23212","Anoloka","MG23212053",1085,47.9035,-22.3585
"Vohipeno","MG23212","Vohilany","MG23212172",1086,47.8834,-22.4073
"Vohipeno","MG23212","Vohindava","MG23212032",1087,47.8657,-22.4153
"Vohipeno","MG23212","Vohipeno","MG23212010",1088,47.8388,-22.3562
"Vohipeno","MG23212","Vohitrindry","MG23212031",1089,47.8318,-22.3806
"Mahajanga I","MG41401","Mahajanga","MG41401001",1090,46.3185,-15.7146
"Mahajanga I","MG41401","Mahabibo","MG41401002",1091,46.3385,-15.7143
"Mahajanga I","MG41401","Mahabibo","MG41401002",1092,46.3409,-15.671
"Mahajanga I","MG41401","Mahajanga","MG41401001",1093,46.3128,-15.7193
"Mahajanga I","MG41401","Mahajanga","MG41401001",1094,46.3162,-15.7066
"Mahajanga I","MG41401","Mahajanga","MG41401001",1095,46.3169,-15.7234
"Mahajanga I","MG41401","Mahabibo","MG41401002",1096,46.3302,-15.7066
"Mahajanga I","MG41401","Mahajanga","MG41401001",1097,46.3141,-15.7196
"Mahajanga I","MG41401","Mahajanga","MG41401001",1098,46.3176,-15.7152
"Mahajanga I","MG41401","Mahabibo","MG41401002",1099,46.3263,-15.71
"Mahajanga I","MG41401","Mahajanga","MG41401001",1100,46.3162,-15.7132
"Mahajanga II","MG41415","Ambalabe Befanjava","MG41415092",1101,46.9515,-15.7754
"Mahajanga II","MG41415","Ambalakida","MG41415031",1102,46.7136,-15.8154
"Mahajanga II","MG41415","Andranoboka","MG41415072",1103,46.8892,-15.6348
"Mahajanga II","MG41415","Bekobay","MG41415071",1104,46.9266,-15.8184
"Mahajanga II","MG41415","Betsako","MG41415032",1105,46.5325,-15.5994
"Mahajanga II","MG41415","Belobaka","MG41415011",1106,46.3943,-15.7048
"Mahajanga II","MG41415","Boanamary","MG41415012",1107,46.3202,-15.835
"Mahajanga II","MG41415","Mahajamba Usine","MG41415091",1108,47.1069,-15.7262
"Mahajanga II","MG41415","Mariarano","MG41415050",1109,46.6947,-15.4818
"Ambato Boeni","MG41405","Ankirihitra","MG41405130",1110,46.5827,-16.6125
"Ambato Boeni","MG41405","Ambato Ambarimay","MG41405019",1111,46.7185,-16.4687
"Ambato Boeni","MG41405","Ambondromamy","MG41405112",1112,47.1578,-16.4365
"Ambato Boeni","MG41405","Andranofasika","MG41405052",1113,46.8467,-16.3365
"Ambato Boeni","MG41405","Andranomamy","MG41405150",1114,47.1241,-16.5378
"Ambato Boeni","MG41405","Anjiajia","MG41405090",1115,46.9498,-16.4609
"Ambato Boeni","MG41405","Ankijabe","MG41405051",1116,46.7656,-16.4136
"Ambato Boeni","MG41405","Ankirihitra","MG41405130",1117,46.443,-16.7726
"Ambato Boeni","MG41405","Madirovalo","MG41405070",1118,46.5467,-16.4439
"Ambato Boeni","MG41405","Manerinerina","MG41405170",1119,47.297,-16.2594
"Ambato Boeni","MG41405","Sitampiky","MG41405190",1120,46.1078,-16.6756
"Ambato Boeni","MG41405","Tsaramandroso","MG41405111",1121,47.0465,-16.3639
"Ambato Boeni","MG41405","Andranofasika","MG41405052",1122,46.8455,-16.3362
"Marovoay","MG41406","Marovoay Banlieue","MG41406031",1123,46.6269,-15.9945
"Marovoay","MG41406","Marovoay Ville","MG41406010",1124,46.6431,-16.1044
"Marovoay","MG41406","Tsararano","MG41406070",1125,46.6721,-16.1779
"Marovoay","MG41406","Marovoay Ville","MG41406010",1126,46.7005,-16.0986
"Mitsinjo","MG41407","Ambarimaninga","MG41407092",1127,46.0037,-16.4952
"Mitsinjo","MG41407","Antongomena Bevary","MG41407030",1128,45.9189,-15.9239
"Mitsinjo","MG41407","Antseza","MG41407012",1129,45.8623,-16.2148
"Mitsinjo","MG41407","Bekipay","MG41407091",1130,46.1257,-16.2533
"Mitsinjo","MG41407","Katsepy","MG41407070",1131,46.2377,-15.7637
"Mitsinjo","MG41407","Mitsinjo","MG41407011",1132,45.8714,-16.0087
"Mitsinjo","MG41407","Mitsinjo","MG41407011",1133,45.8687,-16.0117
"Soalala","MG41403","Ambohipaky","MG41403030",1134,44.9744,-16.4234
"Soalala","MG41403","Andranomavo","MG41403050",1135,45.5639,-16.5787
"Soalala","MG41403","Andranomavo","MG41403050",1136,45.4349,-16.4938
"Soalala","MG41403","Soalala","MG41403010",1137,45.3267,-16.1013
"Marovoay","MG41406","Ambolomoty","MG41406051",1138,46.6983,-16.1601
"Marovoay","MG41406","Ankaraobato","MG41406158",1139,46.1884,-16.183
"Marovoay","MG41406","Ankazomborona","MG41406090",1140,46.7571,-16.114
"Marovoay","MG41406","Anosinalainolona","MG41406033",1141,46.6215,-16.1838
"Marovoay","MG41406","Antanambao Andranolava","MG41406032",1142,46.6945,-15.9955
"Marovoay","MG41406","Antanimasaka","MG41406112",1143,46.5135,-16.2345
"Marovoay","MG41406","Antanimasaka","MG41406112",1144,46.539,-16.2284
"Marovoay","MG41406","Bemaharivo","MG41406130",1145,46.4004,-16.1436
"Marovoay","MG41406","Manaratsandry","MG41406111",1146,46.5066,-16.1892
"Marovoay","MG41406","Marovoay","MG41406052",1147,46.7544,-16.1821
"Fenerive Est","MG32305","Ambatoharanana","MG32305090",1148,49.3089,-17.2405
"Fenerive Est","MG32305","Ampasimbe Manantsatrana","MG32305150",1149,49.4799,-17.0945
"Fenerive Est","MG32305","Ampasina Maningory","MG32305070",1150,49.415,-17.2137
"Fenerive Est","MG32305","Antsiatsiaka","MG32305210",1151,49.3736,-17.0481
"Fenerive Est","MG32305","Fenerive Est","MG32305010",1152,49.412,-17.3833
"Fenerive Est","MG32305","Mahambo","MG32305050",1153,49.4537,-17.4868
"Fenerive Est","MG32305","Miorimivalana","MG32305170",1154,49.1666,-17.1686
"Fenerive Est","MG32305","Saranambana","MG32305130",1155,49.1723,-17.2723
"Fenerive Est","MG32305","Vohilengo","MG32305110",1156,49.2659,-17.289
"Fenerive Est","MG32305","Vohipeno","MG32305190",1157,49.295,-17.1678
"Mananara-Avaratra","MG32304","Ambatoharanana","MG32304093",1158,49.5819,-16.4266
"Mananara-Avaratra","MG32304","Ambodiampana","MG32304070",1159,49.6148,-16.1028
"Mananara-Avaratra","MG32304","Ambodivoanio","MG32304012",1160,49.6589,-16.183
"Mananara-Avaratra","MG32304","Antanambaobe","MG32304031",1161,49.6684,-16.2621
"Mananara-Avaratra","MG32304","Antanambe","MG32304110",1162,49.8487,-16.4332
"Sainte Marie","MG32302","Sainte Marie","MG32302019",1163,49.9718,-16.7668
"Sainte Marie","MG32302","Sainte Marie","MG32302019",1164,49.9143,-16.8558
"Soanierana Ivongo","MG32318","Andapafito","MG32318070",1165,49.3806,-16.9109
"Soanierana Ivongo","MG32318","Ambahoabe","MG32318090",1166,49.5054,-16.7712
"Soanierana Ivongo","MG32318","Ambodiampana","MG32318050",1167,49.5689,-16.823
"Soanierana Ivongo","MG32318","Antanifotsy","MG32318030",1168,49.6135,-16.875
"Soanierana Ivongo","MG32318","Fotsialanana","MG32318012",1169,49.484,-16.9222
"Soanierana Ivongo","MG32318","Manompana","MG32318110",1170,49.7429,-16.6899
"Vavatenina","MG32315","Ambatoharanana","MG32315092",1171,49.119,-17.3437
"Vavatenina","MG32315","Ambohibe","MG32315050",1172,49.1085,-17.4365
"Vavatenina","MG32315","Ampasimazava","MG32315070",1173,49.2989,-17.4085
"Vavatenina","MG32315","Andasibe","MG32315110",1174,49.0763,-17.3584
"Vavatenina","MG32315","Anjahambe","MG32315091",1175,49.1464,-17.3848
"Vavatenina","MG32315","Maromitety","MG32315030",1176,49.2851,-17.4383
"Vavatenina","MG32315","Miarinarivo","MG32315130",1177,49.1733,-17.6437
"Vavatenina","MG32315","Sahatavy","MG32315150",1178,48.9963,-17.4521
"Vavatenina","MG32315","Vavatenina","MG32315010",1179,49.2008,-17.4662
"Morafenobe","MG44422","Beravina","MG44422050",1180,45.2273,-18.1783
"Antsohihy","MG42413","Ambodimadiro","MG42413171",1181,48.0243,-14.5471
"Antsohihy","MG42413","Ambodimanary","MG42413130",1182,47.9992,-15.2291
"Antsohihy","MG42413","Ambodimandresy","MG42413090",1183,48.0954,-14.7863
"Antsohihy","MG42413","Ampandriankilandy","MG42413051",1184,48.0669,-14.9383
"Antsohihy","MG42413","Anahidrano","MG42413070",1185,47.8902,-15.0175
"Antsohihy","MG42413","Andreba","MG42413172",1186,48.1891,-14.5964
"Antsohihy","MG42413","Anjalazala","MG42413052",1187,48.1744,-15.0132
"Antsohihy","MG42413","Anjiamangirana","MG42413110",1188,47.7724,-15.1695
"Antsohihy","MG42413","Ankerika","MG42413030",1189,47.8753,-14.9587
"Mananara-Avaratra","MG32304","Manambolosy","MG32304050",1190,49.6715,-16.0409
"Mananara-Avaratra","MG32304","Mananara Avaratra","MG32304011",1191,49.768,-16.17
"Mananara-Avaratra","MG32304","Sandrakatsy","MG32304091",1192,49.6162,-16.3421
"Mananara-Avaratra","MG32304","Saromaona","MG32304130",1193,49.329,-16.159
"Mananara-Avaratra","MG32304","Antanananivo","MG32304032",1194,49.7196,-16.2844
"Mananara-Avaratra","MG32304","Imorona","MG32304013",1195,49.8343,-16.1902
"Maroantsetra","MG32303","Ambinanitelo","MG32303090",1196,49.5829,-15.3503
